Shipment_ID,Order_ID,Warehouse_ID,Carrier_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Distance_KM,Shipping_Cost,Delivery_Status
SH00052922,ORD00052922,WH05,CAR02,2024-09-26,2024-09-30,2024-09-30,992.4,284.49,On Time
SH00052923,ORD00052923,WH01,CAR06,2024-09-26,2024-09-30,2024-09-30,906.1,262.27,On Time
SH00052924,ORD00052924,WH02,CAR04,2024-09-26,2024-09-28,2024-09-28,213.7,139.65,On Time
SH00052925,ORD00052925,WH03,CAR06,2024-09-27,2024-09-29,2024-09-29,1580.3,286.38,On Time
SH00052926,ORD00052926,WH04,CAR03,2024-09-27,2024-10-01,2024-10-01,235.6,228.27,On Time
SH00052927,ORD00052927,WH05,CAR03,2024-09-26,2024-09-30,2024-10-01,1781.2,337.88,Late
SH00052928,ORD00052928,WH01,CAR04,2024-09-27,2024-10-01,2024-10-01,230.2,143.07,On Time
SH00052929,ORD00052929,WH02,CAR05,2024-09-27,2024-09-30,2024-09-30,1410.2,332.52,On Time
SH00052930,ORD00052930,WH03,CAR06,2024-09-27,2024-10-02,2024-10-02,1331.8,322.38,On Time
SH00052931,ORD00052931,WH04,CAR06,2024-09-26,2024-09-28,2024-09-28,1353.0,290.81,On Time
SH00052932,ORD00052932,WH05,CAR01,2024-09-28,2024-10-01,2024-10-01,1049.9,272.63,On Time
SH00052933,ORD00052933,WH01,CAR04,2024-09-26,2024-09-30,2024-09-30,267.6,147.73,On Time
SH00052934,ORD00052934,WH02,CAR05,2024-09-26,2024-09-27,2024-09-27,1192.7,327.15,On Time
SH00052935,ORD00052935,WH03,CAR03,2024-09-27,2024-10-01,2024-10-01,51.8,214.35,On Time
SH00052936,ORD00052936,WH04,CAR04,2024-09-26,2024-09-27,2024-09-27,1512.7,235.85,On Time
SH00052937,ORD00052937,WH05,CAR04,2024-09-27,2024-09-29,2024-09-29,143.4,139.79,On Time
SH00052938,ORD00052938,WH01,CAR02,2024-09-26,2024-09-29,2024-09-29,1191.7,307.09,On Time
SH00052939,ORD00052939,WH02,CAR01,2024-09-27,2024-09-30,2024-09-30,37.2,203.82,On Time
SH00052940,ORD00052940,WH03,CAR05,2024-09-26,2024-09-28,2024-09-28,393.9,263.93,On Time
SH00052941,ORD00052941,WH04,CAR04,2024-09-27,2024-09-29,2024-09-29,487.1,158.56,On Time
SH00052942,ORD00052942,WH05,CAR05,2024-09-26,2024-09-28,2024-09-28,1186.2,288.64,On Time
SH00052943,ORD00052943,WH01,CAR03,2024-09-26,2024-09-29,2024-09-29,59.0,215.76,On Time
SH00052944,ORD00052944,WH02,CAR02,2024-09-27,2024-10-01,2024-10-03,923.8,252.31,Late
SH00052945,ORD00052945,WH03,CAR06,2024-09-26,2024-09-28,2024-09-28,1381.2,275.17,On Time
SH00052946,ORD00052946,WH04,CAR03,2024-09-26,2024-09-30,2024-09-30,317.9,233.76,On Time
SH00052947,ORD00052947,WH05,CAR06,2024-09-28,2024-10-02,2024-10-02,1024.2,256.26,On Time
SH00052948,ORD00052948,WH01,CAR06,2024-09-26,2024-09-28,2024-09-28,296.7,238.15,On Time
SH00052949,ORD00052949,WH02,CAR06,2024-09-26,2024-09-29,2024-09-29,1635.0,290.26,On Time
SH00052950,ORD00052950,WH03,CAR04,2024-09-26,2024-09-27,2024-09-27,1120.2,213.43,On Time
SH00052951,ORD00052951,WH04,CAR06,2024-09-27,2024-09-29,2024-09-29,985.1,268.04,On Time
SH00052952,ORD00052952,WH05,CAR01,2024-09-26,2024-09-30,2024-09-30,1282.0,302.63,On Time
SH00052953,ORD00052953,WH01,CAR06,2024-09-26,2024-09-29,2024-09-30,422.6,247.57,Late
SH00052954,ORD00052954,WH02,CAR02,2024-09-28,2024-10-01,2024-10-02,454.7,237.96,Late
SH00052955,ORD00052955,WH03,CAR02,2024-09-26,2024-09-30,2024-09-30,1206.2,304.62,On Time
SH00052956,ORD00052956,WH04,CAR04,2024-09-27,2024-09-30,2024-09-30,787.5,167.39,On Time
SH00052957,ORD00052957,WH05,CAR03,2024-09-26,2024-09-29,2024-09-29,1741.0,316.66,On Time
SH00052958,ORD00052958,WH01,CAR06,2024-09-26,2024-09-28,2024-09-28,1791.6,285.93,On Time
SH00052959,ORD00052959,WH02,CAR01,2024-09-27,2024-09-29,2024-09-29,748.2,262.37,On Time
SH00052960,ORD00052960,WH03,CAR04,2024-09-26,2024-10-01,2024-10-01,1391.9,227.23,On Time
SH00052961,ORD00052961,WH04,CAR05,2024-09-26,2024-09-29,2024-09-29,1332.4,324.49,On Time
SH00052962,ORD00052962,WH05,CAR03,2024-09-27,2024-09-30,2024-09-30,883.4,266.9,On Time
SH00052963,ORD00052963,WH01,CAR06,2024-09-27,2024-09-28,2024-09-28,889.9,266.41,On Time
SH00052964,ORD00052964,WH02,CAR05,2024-09-27,2024-10-01,2024-10-02,877.9,291.57,Late
SH00052965,ORD00052965,WH03,CAR03,2024-09-26,2024-09-28,2024-09-28,1070.2,276.76,On Time
SH00052966,ORD00052966,WH04,CAR04,2024-09-27,2024-09-28,2024-09-28,203.9,140.45,On Time
SH00052967,ORD00052967,WH05,CAR02,2024-09-27,2024-09-29,2024-09-29,275.2,234.35,On Time
SH00052968,ORD00052968,WH01,CAR01,2024-09-27,2024-09-29,2024-09-29,967.6,247.41,On Time
SH00052969,ORD00052969,WH02,CAR05,2024-09-26,2024-09-29,2024-09-29,171.5,257.99,On Time
SH00052970,ORD00052970,WH03,CAR04,2024-09-27,2024-09-29,2024-09-29,1286.1,190.46,On Time
SH00052971,ORD00052971,WH04,CAR03,2024-09-26,2024-09-28,2024-09-28,34.3,214.05,On Time
SH00052972,ORD00052972,WH05,CAR06,2024-09-27,2024-09-29,2024-09-29,815.9,274.8,On Time
SH00052973,ORD00052973,WH01,CAR05,2024-09-27,2024-09-29,2024-09-29,1548.1,301.26,On Time
SH00052974,ORD00052974,WH02,CAR01,2024-09-27,2024-09-29,2024-09-29,1462.6,277.09,On Time
SH00052975,ORD00052975,WH03,CAR04,2024-09-27,2024-10-01,2024-10-01,632.4,181.38,On Time
SH00052976,ORD00052976,WH04,CAR01,2024-09-26,2024-09-29,2024-09-29,1155.0,282.89,On Time
SH00052977,ORD00052977,WH05,CAR05,2024-09-27,2024-09-30,2024-09-30,1153.4,340.11,On Time
SH00052978,ORD00052978,WH01,CAR06,2024-09-27,2024-09-30,2024-09-30,1197.6,293.92,On Time
SH00052979,ORD00052979,WH02,CAR02,2024-09-26,2024-09-29,2024-09-29,249.8,234.17,On Time
SH00052980,ORD00052980,WH03,CAR04,2024-09-26,2024-09-29,2024-10-02,814.7,186.41,Late
SH00052981,ORD00052981,WH04,CAR04,2024-09-26,2024-09-29,2024-09-29,1575.6,242.81,On Time
SH00052982,ORD00052982,WH05,CAR06,2024-09-26,2024-09-27,2024-09-27,1743.2,338.4,On Time
SH00052983,ORD00052983,WH01,CAR06,2024-09-26,2024-09-29,2024-09-29,781.3,255.03,On Time
SH00052984,ORD00052984,WH02,CAR06,2024-09-26,2024-09-30,2024-09-30,280.6,232.35,On Time
SH00052985,ORD00052985,WH03,CAR01,2024-09-27,2024-09-30,2024-09-30,143.2,207.16,On Time
SH00052986,ORD00052986,WH04,CAR04,2024-09-27,2024-09-30,2024-09-30,567.6,165.5,On Time
SH00052987,ORD00052987,WH05,CAR03,2024-09-26,2024-09-29,2024-09-29,575.7,240.76,On Time
SH00052988,ORD00052988,WH01,CAR03,2024-09-27,2024-10-01,2024-10-01,1081.5,294.13,On Time
SH00052989,ORD00052989,WH02,CAR06,2024-09-26,2024-09-29,2024-09-29,774.1,258.14,On Time
SH00052990,ORD00052990,WH03,CAR02,2024-09-27,2024-09-28,2024-09-28,1353.8,268.5,On Time
SH00052991,ORD00052991,WH04,CAR06,2024-09-27,2024-09-30,2024-09-30,258.7,237.26,On Time
SH00052992,ORD00052992,WH05,CAR05,2024-09-26,2024-09-28,2024-09-28,1203.0,338.82,On Time
SH00052993,ORD00052993,WH01,CAR03,2024-09-26,2024-09-29,2024-09-29,92.8,216.58,On Time
SH00052994,ORD00052994,WH02,CAR02,2024-09-26,2024-09-28,2024-09-28,724.7,260.32,On Time
SH00052995,ORD00052995,WH03,CAR05,2024-09-26,2024-09-29,2024-09-29,1452.4,312.76,On Time
SH00052996,ORD00052996,WH04,CAR03,2024-09-26,2024-09-30,2024-09-30,416.8,232.43,On Time
SH00052997,ORD00052997,WH05,CAR03,2024-09-27,2024-09-30,2024-09-30,554.6,248.67,On Time
SH00052998,ORD00052998,WH01,CAR02,2024-09-27,2024-09-29,2024-09-29,512.2,253.48,On Time
SH00052999,ORD00052999,WH02,CAR04,2024-09-26,2024-09-29,2024-09-29,1523.3,199.68,On Time
SH00053000,ORD00053000,WH04,CAR03,2024-09-26,2024-09-27,2024-09-27,453.6,226.93,On Time
SH00053001,ORD00053001,WH05,CAR01,2024-09-26,2024-09-29,2024-09-29,718.2,260.01,On Time
SH00053002,ORD00053002,WH01,CAR06,2024-09-29,2024-10-02,2024-10-02,1260.1,313.1,On Time
SH00053003,ORD00053003,WH02,CAR02,2024-09-27,2024-10-01,2024-10-01,1105.8,260.19,On Time
SH00053004,ORD00053004,WH03,CAR03,2024-09-28,2024-10-03,2024-10-03,1237.1,272.09,On Time
SH00053005,ORD00053005,WH04,CAR06,2024-09-28,2024-10-02,2024-10-02,185.9,230.1,On Time
SH00053006,ORD00053006,WH05,CAR01,2024-09-29,2024-09-30,2024-09-30,1495.9,303.43,On Time
SH00053007,ORD00053007,WH01,CAR02,2024-09-28,2024-10-01,2024-10-01,1294.9,318.09,On Time
SH00053008,ORD00053008,WH02,CAR01,2024-09-27,2024-10-02,2024-10-02,1764.5,336.55,On Time
SH00053009,ORD00053009,WH03,CAR05,2024-09-28,2024-10-01,2024-10-01,542.2,269.32,On Time
SH00053010,ORD00053010,WH04,CAR02,2024-09-28,2024-10-01,2024-10-01,927.1,273.5,On Time
SH00053011,ORD00053011,WH05,CAR02,2024-09-27,2024-10-01,2024-10-01,894.2,257.32,On Time
SH00053012,ORD00053012,WH01,CAR03,2024-09-28,2024-10-01,2024-10-03,961.1,282.34,Late
SH00053013,ORD00053013,WH02,CAR06,2024-09-28,2024-09-30,2024-09-30,707.0,265.91,On Time
SH00053014,ORD00053014,WH03,CAR05,2024-09-27,2024-09-29,2024-09-30,312.3,269.02,Late
SH00053015,ORD00053015,WH04,CAR04,2024-09-27,2024-09-30,2024-09-30,334.8,153.82,On Time
SH00053016,ORD00053016,WH05,CAR02,2024-09-28,2024-09-30,2024-09-30,1611.6,338.04,On Time
SH00053017,ORD00053017,WH01,CAR03,2024-09-28,2024-10-02,2024-10-02,883.4,238.96,On Time
SH00053018,ORD00053018,WH02,CAR03,2024-09-29,2024-10-01,2024-10-01,1190.9,274.16,On Time
SH00053019,ORD00053019,WH03,CAR01,2024-09-27,2024-10-02,2024-10-02,497.2,235.84,On Time
SH00053020,ORD00053020,WH04,CAR04,2024-09-28,2024-10-02,2024-10-02,120.3,139.83,On Time
SH00053021,ORD00053021,WH05,CAR03,2024-09-27,2024-09-29,2024-09-29,1283.1,311.87,On Time
SH00053022,ORD00053022,WH01,CAR05,2024-09-28,2024-10-01,2024-10-01,1198.5,341.48,On Time
SH00053023,ORD00053023,WH02,CAR04,2024-09-27,2024-09-30,2024-09-30,1028.5,208.87,On Time
SH00053024,ORD00053024,WH03,CAR03,2024-09-27,2024-10-02,2024-10-02,1563.4,314.34,On Time
SH00053025,ORD00053025,WH04,CAR06,2024-09-28,2024-09-30,2024-09-30,937.7,293.74,On Time
SH00053026,ORD00053026,WH05,CAR01,2024-09-27,2024-10-01,2024-10-01,1172.2,244.06,On Time
SH00053027,ORD00053027,WH01,CAR03,2024-09-28,2024-09-30,2024-09-30,491.6,230.82,On Time
SH00053028,ORD00053028,WH02,CAR02,2024-09-28,2024-10-01,2024-10-01,135.7,228.66,On Time
SH00053029,ORD00053029,WH03,CAR04,2024-09-27,2024-09-29,2024-09-29,1020.1,165.3,On Time
SH00053030,ORD00053030,WH04,CAR03,2024-09-27,2024-09-30,2024-09-30,401.7,227.08,On Time
SH00053031,ORD00053031,WH05,CAR03,2024-09-27,2024-09-30,2024-09-30,1523.1,266.54,On Time
SH00053032,ORD00053032,WH01,CAR03,2024-09-28,2024-10-02,2024-10-02,503.3,237.35,On Time
SH00053033,ORD00053033,WH02,CAR06,2024-09-28,2024-09-30,2024-10-01,281.0,232.3,Late
SH00053034,ORD00053034,WH03,CAR04,2024-09-27,2024-09-30,2024-09-30,1401.5,229.26,On Time
SH00053035,ORD00053035,WH04,CAR02,2024-09-29,2024-10-03,2024-10-03,1558.4,314.48,On Time
SH00053036,ORD00053036,WH05,CAR01,2024-09-27,2024-09-30,2024-09-30,721.2,224.96,On Time
SH00053037,ORD00053037,WH01,CAR05,2024-09-27,2024-10-02,2024-10-02,1550.0,369.4,On Time
SH00053038,ORD00053038,WH02,CAR02,2024-09-28,2024-09-30,2024-09-30,1455.1,319.72,On Time
SH00053039,ORD00053039,WH03,CAR02,2024-09-28,2024-09-29,2024-09-29,34.5,224.63,On Time
SH00053040,ORD00053040,WH04,CAR06,2024-09-27,2024-09-30,2024-09-30,488.6,242.24,On Time
SH00053041,ORD00053041,WH05,CAR03,2024-09-28,2024-09-29,2024-09-29,598.8,246.43,On Time
SH00053042,ORD00053042,WH01,CAR04,2024-09-27,2024-09-30,2024-09-30,1235.6,210.77,On Time
SH00053043,ORD00053043,WH02,CAR06,2024-09-28,2024-10-03,2024-10-03,176.5,227.58,On Time
SH00053044,ORD00053044,WH03,CAR05,2024-09-28,2024-09-30,2024-09-30,73.8,254.18,On Time
SH00053045,ORD00053045,WH04,CAR04,2024-09-27,2024-09-29,2024-09-29,481.6,158.48,On Time
SH00053046,ORD00053046,WH05,CAR06,2024-09-27,2024-09-30,2024-09-30,1483.0,275.73,On Time
SH00053047,ORD00053047,WH01,CAR06,2024-09-27,2024-09-29,2024-09-29,395.7,242.17,On Time
SH00053048,ORD00053048,WH02,CAR04,2024-09-27,2024-10-01,2024-10-01,977.0,171.47,On Time
SH00053049,ORD00053049,WH03,CAR03,2024-09-28,2024-10-02,2024-10-02,712.9,260.81,On Time
SH00053050,ORD00053050,WH04,CAR02,2024-09-28,2024-09-30,2024-09-30,525.1,258.91,On Time
SH00053051,ORD00053051,WH05,CAR04,2024-09-27,2024-09-29,2024-09-29,331.7,147.37,On Time
SH00053052,ORD00053052,WH01,CAR06,2024-09-27,2024-09-29,2024-09-29,304.1,244.53,On Time
SH00053053,ORD00053053,WH02,CAR06,2024-09-27,2024-09-29,2024-09-29,612.9,262.41,On Time
SH00053054,ORD00053054,WH03,CAR06,2024-09-27,2024-09-30,2024-09-30,1429.8,295.46,On Time
SH00053055,ORD00053055,WH04,CAR04,2024-09-27,2024-09-29,2024-09-29,968.4,207.79,On Time
SH00053056,ORD00053056,WH05,CAR04,2024-09-27,2024-10-02,2024-10-02,80.5,134.77,On Time
SH00053057,ORD00053057,WH01,CAR02,2024-09-29,2024-10-03,2024-10-03,469.9,240.7,On Time
SH00053058,ORD00053058,WH02,CAR01,2024-09-27,2024-10-01,2024-10-01,760.9,239.57,On Time
SH00053059,ORD00053059,WH03,CAR03,2024-09-28,2024-09-30,2024-09-30,1759.9,314.21,On Time
SH00053060,ORD00053060,WH04,CAR04,2024-09-28,2024-10-03,2024-10-03,689.9,176.96,On Time
SH00053061,ORD00053061,WH05,CAR02,2024-09-28,2024-09-30,2024-09-30,741.6,278.51,On Time
SH00053062,ORD00053062,WH01,CAR06,2024-09-28,2024-10-02,2024-10-02,370.9,234.21,On Time
SH00053063,ORD00053063,WH02,CAR05,2024-09-27,2024-09-30,2024-09-30,421.8,282.89,On Time
SH00053064,ORD00053064,WH03,CAR06,2024-09-28,2024-09-30,2024-09-30,55.2,222.62,On Time
SH00053065,ORD00053065,WH04,CAR03,2024-09-27,2024-09-29,2024-09-29,678.3,247.66,On Time
SH00053066,ORD00053066,WH05,CAR03,2024-09-28,2024-09-29,2024-09-29,649.1,236.25,On Time
SH00053067,ORD00053067,WH01,CAR02,2024-09-27,2024-09-28,2024-09-28,1288.5,284.23,On Time
SH00053068,ORD00053068,WH02,CAR04,2024-09-28,2024-10-01,2024-10-01,1727.4,208.97,On Time
SH00053069,ORD00053069,WH03,CAR06,2024-09-28,2024-10-01,2024-10-01,762.2,244.36,On Time
SH00053070,ORD00053070,WH04,CAR03,2024-09-27,2024-10-02,2024-10-02,1099.3,295.25,On Time
SH00053071,ORD00053071,WH05,CAR01,2024-09-28,2024-10-01,2024-10-01,1597.2,309.84,On Time
SH00053072,ORD00053072,WH01,CAR04,2024-09-28,2024-09-29,2024-09-30,790.7,157.8,Late
SH00053073,ORD00053073,WH02,CAR03,2024-09-29,2024-09-30,2024-09-30,1762.0,275.4,On Time
SH00053074,ORD00053074,WH03,CAR05,2024-09-28,2024-09-30,2024-09-30,501.8,275.04,On Time
SH00053075,ORD00053075,WH04,CAR05,2024-09-27,2024-09-30,2024-09-30,889.8,295.72,On Time
SH00053076,ORD00053076,WH05,CAR02,2024-09-27,2024-09-28,2024-09-28,1311.6,304.38,On Time
SH00053077,ORD00053077,WH01,CAR02,2024-09-27,2024-09-30,2024-09-30,1550.2,311.82,On Time
SH00053078,ORD00053078,WH02,CAR01,2024-09-27,2024-09-30,2024-09-30,1112.7,246.39,On Time
SH00053079,ORD00053079,WH03,CAR04,2024-09-28,2024-10-01,2024-10-01,1524.2,219.63,On Time
SH00053080,ORD00053080,WH04,CAR03,2024-09-27,2024-09-30,2024-09-30,1257.7,256.62,On Time
SH00053081,ORD00053081,WH05,CAR04,2024-09-27,2024-09-29,2024-09-29,1428.5,226.7,On Time
SH00053082,ORD00053082,WH01,CAR03,2024-09-28,2024-10-02,2024-10-02,380.4,240.91,On Time
SH00053083,ORD00053083,WH02,CAR06,2024-09-27,2024-10-01,2024-10-01,904.5,290.23,On Time
SH00053084,ORD00053084,WH03,CAR01,2024-09-27,2024-09-29,2024-09-29,1622.2,307.78,On Time
SH00053085,ORD00053085,WH04,CAR04,2024-09-27,2024-10-01,2024-10-01,824.0,180.32,On Time
SH00053086,ORD00053086,WH05,CAR06,2024-09-27,2024-10-01,2024-10-01,1678.2,294.23,On Time
SH00053087,ORD00053087,WH01,CAR06,2024-09-29,2024-10-01,2024-10-01,221.2,232.99,On Time
SH00053088,ORD00053088,WH02,CAR01,2024-09-28,2024-09-30,2024-09-30,465.1,222.35,On Time
SH00053089,ORD00053089,WH03,CAR03,2024-09-27,2024-09-30,2024-10-01,1216.3,287.86,Late
SH00053090,ORD00053090,WH04,CAR04,2024-09-27,2024-09-29,2024-09-29,1576.6,223.56,On Time
SH00053091,ORD00053091,WH05,CAR06,2024-09-27,2024-09-29,2024-09-30,865.4,251.4,Late
SH00053092,ORD00053092,WH01,CAR01,2024-09-27,2024-09-29,2024-09-29,1346.8,252.54,On Time
SH00053093,ORD00053093,WH02,CAR04,2024-09-28,2024-09-30,2024-09-30,854.8,161.76,On Time
SH00053094,ORD00053094,WH03,CAR04,2024-09-28,2024-10-02,2024-10-02,1687.9,211.02,On Time
SH00053095,ORD00053095,WH04,CAR06,2024-09-27,2024-09-28,2024-09-28,1453.2,304.81,On Time
SH00053096,ORD00053096,WH05,CAR03,2024-09-29,2024-10-02,2024-10-03,646.2,252.73,Late
SH00053097,ORD00053097,WH01,CAR03,2024-09-27,2024-09-30,2024-09-30,363.5,235.07,On Time
SH00053098,ORD00053098,WH02,CAR05,2024-09-27,2024-09-30,2024-09-30,1325.2,355.22,On Time
SH00053099,ORD00053099,WH03,CAR03,2024-09-27,2024-09-29,2024-09-29,264.4,223.93,On Time
SH00053100,ORD00053100,WH04,CAR02,2024-09-27,2024-10-02,2024-10-02,216.5,234.57,On Time
SH00053101,ORD00053101,WH05,CAR06,2024-09-28,2024-10-01,2024-10-01,664.0,246.64,On Time
SH00053102,ORD00053102,WH01,CAR06,2024-09-27,2024-09-29,2024-09-29,148.0,231.64,On Time
SH00053103,ORD00053103,WH02,CAR06,2024-09-29,2024-10-02,2024-10-02,183.4,234.64,On Time
SH00053104,ORD00053104,WH03,CAR06,2024-09-27,2024-10-01,2024-10-01,617.7,259.55,On Time
SH00053105,ORD00053105,WH04,CAR05,2024-09-29,2024-10-02,2024-10-02,793.7,280.15,On Time
SH00053106,ORD00053106,WH05,CAR04,2024-09-28,2024-10-03,2024-10-03,1333.1,217.7,On Time
SH00053107,ORD00053107,WH01,CAR04,2024-09-28,2024-09-30,2024-09-30,1223.4,225.59,On Time
SH00053108,ORD00053108,WH02,CAR02,2024-09-27,2024-09-29,2024-09-29,323.1,233.07,On Time
SH00053109,ORD00053109,WH03,CAR04,2024-09-28,2024-09-30,2024-09-30,321.2,151.24,On Time
SH00053110,ORD00053110,WH04,CAR01,2024-09-28,2024-09-30,2024-09-30,1425.7,281.15,On Time
SH00053111,ORD00053111,WH05,CAR02,2024-09-28,2024-10-01,2024-10-01,1455.1,293.42,On Time
SH00053112,ORD00053112,WH01,CAR06,2024-09-28,2024-10-01,2024-10-01,1605.5,340.81,On Time
SH00053113,ORD00053113,WH02,CAR03,2024-09-27,2024-09-29,2024-09-29,812.6,253.99,On Time
SH00053114,ORD00053114,WH03,CAR05,2024-09-28,2024-09-30,2024-09-30,1155.2,319.07,On Time
SH00053115,ORD00053115,WH04,CAR04,2024-09-27,2024-09-28,2024-09-28,921.4,178.57,On Time
SH00053116,ORD00053116,WH05,CAR05,2024-09-28,2024-10-02,2024-10-02,1426.7,324.93,On Time
SH00053117,ORD00053117,WH01,CAR03,2024-09-29,2024-10-02,2024-10-02,531.1,244.18,On Time
SH00053118,ORD00053118,WH02,CAR03,2024-09-29,2024-10-01,2024-10-01,143.2,217.06,On Time
SH00053119,ORD00053119,WH03,CAR05,2024-09-28,2024-10-01,2024-10-01,1168.7,335.61,On Time
SH00053120,ORD00053120,WH04,CAR05,2024-09-27,2024-09-30,2024-09-30,629.6,270.52,On Time
SH00053121,ORD00053121,WH05,CAR04,2024-09-27,2024-09-29,2024-09-29,850.6,195.21,On Time
SH00053122,ORD00053122,WH01,CAR01,2024-09-27,2024-09-28,2024-09-28,1690.0,259.28,On Time
SH00053123,ORD00053123,WH02,CAR05,2024-09-28,2024-09-30,2024-09-30,1084.4,288.1,On Time
SH00053124,ORD00053124,WH03,CAR05,2024-09-28,2024-09-30,2024-09-30,1588.4,325.98,On Time
SH00053125,ORD00053125,WH04,CAR06,2024-09-27,2024-09-29,2024-09-29,1013.0,289.9,On Time
SH00053126,ORD00053126,WH05,CAR02,2024-09-27,2024-09-30,2024-09-30,1784.5,305.58,On Time
SH00053127,ORD00053127,WH01,CAR06,2024-09-27,2024-10-01,2024-10-01,1147.3,297.18,On Time
SH00053128,ORD00053128,WH02,CAR06,2024-09-27,2024-09-29,2024-09-29,1335.5,263.84,On Time
SH00053129,ORD00053129,WH03,CAR06,2024-09-28,2024-10-02,2024-10-02,655.0,257.4,On Time
SH00053130,ORD00053130,WH04,CAR03,2024-09-27,2024-10-01,2024-10-01,664.8,255.0,On Time
SH00053131,ORD00053131,WH05,CAR01,2024-09-27,2024-10-02,2024-10-02,566.7,226.79,On Time
SH00053132,ORD00053132,WH01,CAR05,2024-09-28,2024-10-01,2024-10-01,1443.8,319.46,On Time
SH00053133,ORD00053133,WH02,CAR05,2024-09-27,2024-09-30,2024-09-30,20.3,250.58,On Time
SH00053134,ORD00053134,WH03,CAR05,2024-09-27,2024-09-29,2024-09-29,628.0,281.38,On Time
SH00053135,ORD00053135,WH04,CAR05,2024-09-27,2024-09-28,2024-09-28,1658.2,374.84,On Time
SH00053136,ORD00053136,WH05,CAR04,2024-09-27,2024-10-02,2024-10-02,1032.9,209.56,On Time
SH00053137,ORD00053137,WH01,CAR01,2024-09-29,2024-10-02,2024-10-02,1224.3,272.86,On Time
SH00053138,ORD00053138,WH02,CAR04,2024-09-28,2024-09-30,2024-10-01,375.2,150.25,Late
SH00053139,ORD00053139,WH03,CAR06,2024-09-28,2024-10-01,2024-10-01,1073.7,275.32,On Time
SH00053140,ORD00053140,WH04,CAR05,2024-09-27,2024-09-29,2024-09-29,1607.1,359.41,On Time
SH00053141,ORD00053141,WH05,CAR02,2024-09-27,2024-09-29,2024-09-29,711.0,248.5,On Time
SH00053142,ORD00053142,WH01,CAR02,2024-09-27,2024-10-01,2024-10-01,590.3,262.8,On Time
SH00053143,ORD00053143,WH02,CAR02,2024-09-28,2024-10-02,2024-10-02,426.9,257.05,On Time
SH00053144,ORD00053144,WH03,CAR01,2024-09-27,2024-09-29,2024-09-29,1745.2,334.15,On Time
SH00053145,ORD00053145,WH04,CAR04,2024-09-28,2024-09-30,2024-09-30,607.1,158.38,On Time
SH00053146,ORD00053146,WH05,CAR01,2024-09-28,2024-09-30,2024-09-30,1138.6,266.11,On Time
SH00053147,ORD00053147,WH01,CAR03,2024-09-27,2024-09-29,2024-10-01,883.5,257.46,Late
SH00053148,ORD00053148,WH02,CAR02,2024-09-27,2024-10-01,2024-10-02,337.3,244.93,Late
SH00053149,ORD00053149,WH03,CAR02,2024-09-27,2024-09-29,2024-09-29,316.9,248.32,On Time
SH00053150,ORD00053150,WH04,CAR03,2024-09-28,2024-09-30,2024-09-30,1051.5,262.24,On Time
SH00053151,ORD00053151,WH05,CAR02,2024-09-28,2024-09-29,2024-09-29,980.8,261.7,On Time
SH00053152,ORD00053152,WH01,CAR01,2024-09-28,2024-10-02,2024-10-02,445.1,231.91,On Time
SH00053153,ORD00053153,WH02,CAR06,2024-09-28,2024-10-02,2024-10-02,216.8,227.12,On Time
SH00053154,ORD00053154,WH03,CAR02,2024-09-28,2024-10-01,2024-10-01,914.3,285.16,On Time
SH00053155,ORD00053155,WH04,CAR03,2024-09-27,2024-09-28,2024-09-28,1165.2,261.01,On Time
SH00053156,ORD00053156,WH05,CAR04,2024-09-27,2024-09-30,2024-09-30,1490.6,187.65,On Time
SH00053157,ORD00053157,WH01,CAR02,2024-09-28,2024-10-01,2024-10-01,235.0,241.71,On Time
SH00053158,ORD00053158,WH02,CAR03,2024-09-28,2024-09-30,2024-09-30,629.1,261.66,On Time
SH00053159,ORD00053159,WH03,CAR06,2024-09-28,2024-10-01,2024-10-01,1735.6,279.54,On Time
SH00053160,ORD00053160,WH04,CAR01,2024-09-28,2024-09-29,2024-09-29,1529.6,267.05,On Time
SH00053161,ORD00053161,WH05,CAR03,2024-09-27,2024-09-29,2024-09-30,352.5,234.66,Late
SH00053162,ORD00053162,WH01,CAR02,2024-09-27,2024-09-30,2024-09-30,1481.9,284.55,On Time
SH00053163,ORD00053163,WH02,CAR05,2024-09-28,2024-10-02,2024-10-02,393.2,278.58,On Time
SH00053164,ORD00053164,WH03,CAR02,2024-09-27,2024-09-29,2024-09-29,65.3,227.9,On Time
SH00053165,ORD00053165,WH04,CAR02,2024-09-28,2024-09-30,2024-09-30,548.8,245.09,On Time
SH00053166,ORD00053166,WH05,CAR06,2024-09-28,2024-10-01,2024-10-01,1663.4,339.99,On Time
SH00053167,ORD00053167,WH01,CAR06,2024-09-28,2024-09-30,2024-09-30,1589.4,270.14,On Time
SH00053168,ORD00053168,WH02,CAR05,2024-09-27,2024-09-30,2024-09-30,860.9,296.25,On Time
SH00053169,ORD00053169,WH03,CAR05,2024-09-28,2024-09-30,2024-09-30,1036.9,325.44,On Time
SH00053170,ORD00053170,WH04,CAR06,2024-09-28,2024-10-02,2024-10-02,1285.7,271.82,On Time
SH00053171,ORD00053171,WH05,CAR02,2024-09-29,2024-10-01,2024-10-01,925.8,262.94,On Time
SH00053172,ORD00053172,WH01,CAR01,2024-09-29,2024-09-30,2024-09-30,1250.6,248.26,On Time
