PO_ID,Supplier_ID,Product_ID,Warehouse_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Qty,Received_Qty,Unit_Cost,PO_Value
PO0004538,S004,P0031,WH05,2025-01-26,2025-02-01,2025-02-03,50,50,454.59,22729.46
PO0004539,S009,P0032,WH03,2025-01-26,2025-02-03,2025-02-03,384,359,1608.48,617655.67
PO0004540,S008,P0038,WH04,2025-01-26,2025-01-28,2025-01-28,111,106,1822.15,202258.3
PO0004541,S009,P0002,WH05,2025-01-27,2025-02-06,2025-02-09,193,184,809.82,156294.35
PO0004542,S004,P0007,WH02,2025-01-27,2025-02-02,2025-02-04,171,162,2412.91,412607.65
PO0004543,S007,P0011,WH02,2025-01-27,2025-02-01,2025-02-01,133,128,642.27,85421.69
PO0004544,S011,P0012,WH02,2025-01-27,2025-02-01,2025-02-01,79,73,2254.98,178143.69
PO0004545,S007,P0013,WH03,2025-01-27,2025-02-02,2025-02-03,65,64,2873.38,186769.75
PO0004546,S008,P0019,WH01,2025-01-27,2025-02-01,2025-02-01,214,202,2028.89,434182.14
PO0004547,S010,P0021,WH03,2025-01-27,2025-02-03,2025-02-03,234,233,745.2,174377.08
PO0004548,S009,P0022,WH03,2025-01-27,2025-02-04,2025-02-04,85,78,469.16,39878.62
PO0004549,S012,P0026,WH04,2025-01-27,2025-02-08,2025-02-11,305,293,2352.25,717436.73
PO0004550,S002,P0037,WH01,2025-01-27,2025-02-02,2025-02-02,55,52,1502.14,82617.83
PO0004551,S009,P0001,WH03,2025-01-28,2025-02-07,2025-02-08,195,189,1450.61,282868.62
PO0004552,S009,P0001,WH04,2025-01-28,2025-02-05,2025-02-05,174,160,1318.34,229391.49
PO0004553,S010,P0008,WH03,2025-01-28,2025-02-06,2025-02-09,190,188,781.39,148463.3
PO0004554,S012,P0016,WH04,2025-01-28,2025-02-07,2025-02-08,215,209,846.43,181982.26
PO0004555,S012,P0016,WH05,2025-01-28,2025-02-08,2025-02-08,289,280,861.51,248975.25
PO0004556,S008,P0019,WH01,2025-01-28,2025-02-02,2025-02-02,213,200,1978.76,421475.08
PO0004557,S010,P0021,WH03,2025-01-28,2025-02-05,2025-02-06,177,176,721.87,127771.15
PO0004558,S006,P0023,WH04,2025-01-28,2025-02-04,2025-02-05,50,50,698.73,34936.58
PO0004559,S002,P0027,WH03,2025-01-28,2025-02-05,2025-02-05,171,163,515.62,88170.22
PO0004560,S004,P0031,WH05,2025-01-28,2025-02-05,2025-02-10,50,46,493.1,24654.94
PO0004561,S009,P0032,WH03,2025-01-28,2025-02-07,2025-02-07,314,298,1733.03,544171.47
PO0004562,S004,P0033,WH03,2025-01-28,2025-02-02,2025-02-02,180,172,2106.69,379204.13
PO0004563,S012,P0040,WH02,2025-01-28,2025-02-08,2025-02-09,63,60,738.43,46521.36
PO0004564,S009,P0002,WH02,2025-01-29,2025-02-07,2025-02-10,187,178,831.71,155529.0
PO0004565,S009,P0002,WH04,2025-01-29,2025-02-05,2025-02-05,231,217,746.78,172505.4
PO0004566,S007,P0013,WH03,2025-01-29,2025-02-04,2025-02-07,50,48,2627.92,131396.11
PO0004567,S012,P0016,WH04,2025-01-29,2025-02-09,2025-02-12,231,228,839.71,193974.01
PO0004568,S012,P0016,WH05,2025-01-29,2025-02-07,2025-02-07,264,257,909.49,240106.61
PO0004569,S011,P0017,WH04,2025-01-29,2025-02-02,2025-02-02,270,243,892.06,240855.31
PO0004570,S006,P0020,WH04,2025-01-29,2025-02-05,2025-02-05,167,164,2430.93,405965.47
PO0004571,S010,P0021,WH03,2025-01-29,2025-02-08,2025-02-11,232,229,695.71,161405.16
PO0004572,S012,P0026,WH04,2025-01-29,2025-02-08,2025-02-08,245,232,2368.5,580281.81
PO0004573,S006,P0028,WH04,2025-01-29,2025-02-06,2025-02-06,182,180,3153.1,573864.48
PO0004574,S004,P0031,WH05,2025-01-29,2025-02-05,2025-02-10,52,48,491.95,25581.65
PO0004575,S004,P0033,WH02,2025-01-29,2025-02-02,2025-02-02,175,160,2086.94,365214.76
PO0004576,S002,P0037,WH04,2025-01-29,2025-02-05,2025-02-05,60,57,1453.07,87184.32
PO0004577,S007,P0010,WH05,2025-01-30,2025-02-03,2025-02-03,99,95,2846.0,281754.31
PO0004578,S011,P0012,WH02,2025-01-30,2025-02-01,2025-02-03,54,54,2276.76,122945.1
PO0004579,S011,P0017,WH04,2025-01-30,2025-02-04,2025-02-04,164,154,915.98,150220.75
PO0004580,S006,P0028,WH03,2025-01-30,2025-02-07,2025-02-08,195,189,3166.24,617416.67
PO0004581,S004,P0033,WH03,2025-01-30,2025-02-06,2025-02-06,102,95,2080.21,212181.12
PO0004582,S009,P0002,WH04,2025-01-31,2025-02-08,2025-02-08,140,134,821.16,114962.94
PO0004583,S008,P0004,WH01,2025-01-31,2025-02-04,2025-02-04,250,235,1526.79,381698.21
PO0004584,S008,P0004,WH05,2025-01-31,2025-02-04,2025-02-04,224,215,1582.73,354532.23
PO0004585,S011,P0006,WH02,2025-01-31,2025-02-03,2025-02-06,53,53,2852.95,151206.17
PO0004586,S007,P0011,WH03,2025-01-31,2025-02-07,2025-02-07,102,96,589.44,60123.1
PO0004587,S010,P0014,WH03,2025-01-31,2025-02-07,2025-02-07,220,217,1938.94,426566.17
PO0004588,S004,P0015,WH03,2025-01-31,2025-02-06,2025-02-07,117,112,251.15,29384.06
PO0004589,S008,P0019,WH03,2025-01-31,2025-02-06,2025-02-11,266,252,1911.66,508501.25
PO0004590,S009,P0022,WH03,2025-01-31,2025-02-08,2025-02-08,83,76,445.49,36976.03
PO0004591,S006,P0023,WH01,2025-01-31,2025-02-06,2025-02-09,87,86,664.3,57794.1
PO0004592,S006,P0025,WH05,2025-01-31,2025-02-09,2025-02-09,217,212,1407.96,305527.45
PO0004593,S012,P0026,WH04,2025-01-31,2025-02-09,2025-02-09,226,222,2178.59,492362.15
PO0004594,S002,P0037,WH01,2025-01-31,2025-02-06,2025-02-06,105,98,1596.23,167603.87
PO0004595,S008,P0038,WH05,2025-01-31,2025-02-02,2025-02-03,157,149,1791.71,281297.74
PO0004596,S012,P0040,WH03,2025-01-31,2025-02-11,2025-02-11,75,71,695.95,52196.03
PO0004597,S009,P0002,WH02,2025-02-01,2025-02-08,2025-02-08,262,243,787.51,206327.96
PO0004598,S009,P0002,WH04,2025-02-01,2025-02-10,2025-02-10,167,158,798.05,133273.77
PO0004599,S011,P0006,WH03,2025-02-01,2025-02-05,2025-02-05,50,46,2883.19,144159.65
PO0004600,S004,P0007,WH04,2025-02-01,2025-02-07,2025-02-07,105,100,2453.09,257574.14
PO0004601,S007,P0011,WH04,2025-02-01,2025-02-06,2025-02-06,82,80,652.32,53489.95
PO0004602,S010,P0014,WH03,2025-02-01,2025-02-12,2025-02-12,268,265,2012.17,539261.42
PO0004603,S011,P0017,WH01,2025-02-01,2025-02-05,2025-02-05,261,249,886.33,231333.28
PO0004604,S011,P0017,WH04,2025-02-01,2025-02-04,2025-02-06,255,243,919.62,234504.14
PO0004605,S006,P0020,WH02,2025-02-01,2025-02-07,2025-02-08,191,191,2416.15,461484.1
PO0004606,S009,P0022,WH03,2025-02-01,2025-02-09,2025-02-12,86,82,436.15,37509.12
PO0004607,S006,P0023,WH01,2025-02-01,2025-02-08,2025-02-08,76,75,700.11,53208.34
PO0004608,S006,P0025,WH03,2025-02-01,2025-02-05,2025-02-06,253,249,1419.61,359160.34
PO0004609,S012,P0026,WH04,2025-02-01,2025-02-12,2025-02-17,247,243,2127.25,525429.72
PO0004610,S002,P0027,WH03,2025-02-01,2025-02-06,2025-02-06,162,153,539.51,87399.84
PO0004611,S006,P0028,WH04,2025-02-01,2025-02-06,2025-02-09,208,203,3320.71,690707.3
PO0004612,S009,P0032,WH03,2025-02-01,2025-02-07,2025-02-07,341,320,1597.68,544807.25
PO0004613,S002,P0037,WH04,2025-02-01,2025-02-07,2025-02-07,68,64,1606.16,109218.73
PO0004614,S011,P0006,WH02,2025-02-02,2025-02-08,2025-02-08,50,47,2814.33,140716.51
PO0004615,S010,P0008,WH03,2025-02-02,2025-02-11,2025-02-11,161,158,815.15,131239.43
PO0004616,S007,P0011,WH03,2025-02-02,2025-02-05,2025-02-05,185,179,590.24,109193.85
PO0004617,S007,P0011,WH04,2025-02-02,2025-02-07,2025-02-08,85,81,620.63,52753.92
PO0004618,S004,P0015,WH03,2025-02-02,2025-02-08,2025-02-13,132,125,264.56,34922.3
PO0004619,S011,P0017,WH01,2025-02-02,2025-02-05,2025-02-05,277,270,892.43,247203.48
PO0004620,S008,P0019,WH03,2025-02-02,2025-02-04,2025-02-04,325,305,1932.68,628121.9
PO0004621,S002,P0027,WH05,2025-02-02,2025-02-09,2025-02-09,228,217,513.25,117022.03
PO0004622,S006,P0028,WH01,2025-02-02,2025-02-08,2025-02-08,121,120,3310.42,400560.24
PO0004623,S006,P0028,WH04,2025-02-02,2025-02-10,2025-02-10,229,226,3354.37,768150.49
PO0004624,S009,P0032,WH03,2025-02-02,2025-02-11,2025-02-12,208,199,1711.7,356032.9
PO0004625,S012,P0040,WH03,2025-02-02,2025-02-12,2025-02-12,50,49,713.72,35686.01
PO0004626,S006,P0003,WH01,2025-02-03,2025-02-10,2025-02-10,118,117,933.41,110142.45
PO0004627,S008,P0004,WH03,2025-02-03,2025-02-07,2025-02-08,366,344,1600.48,585775.14
PO0004628,S004,P0007,WH01,2025-02-03,2025-02-08,2025-02-09,178,170,2488.81,443008.01
PO0004629,S004,P0007,WH05,2025-02-03,2025-02-06,2025-02-11,206,195,2453.25,505369.86
PO0004630,S007,P0011,WH03,2025-02-03,2025-02-08,2025-02-08,152,147,599.24,91084.53
PO0004631,S010,P0014,WH03,2025-02-03,2025-02-14,2025-02-15,223,222,2056.64,458629.73
PO0004632,S006,P0023,WH01,2025-02-03,2025-02-09,2025-02-09,60,60,665.32,39919.17
PO0004633,S006,P0025,WH05,2025-02-03,2025-02-08,2025-02-08,119,119,1416.84,168604.02
PO0004634,S009,P0030,WH02,2025-02-03,2025-02-13,2025-02-13,171,163,2655.87,454153.08
PO0004635,S004,P0031,WH01,2025-02-03,2025-02-10,2025-02-13,50,45,450.03,22501.52
PO0004636,S004,P0031,WH03,2025-02-03,2025-02-10,2025-02-10,52,49,463.59,24106.67
PO0004637,S008,P0036,WH02,2025-02-03,2025-02-07,2025-02-07,384,356,2108.3,809587.23
PO0004638,S012,P0040,WH03,2025-02-03,2025-02-14,2025-02-15,60,55,687.18,41230.57
PO0004639,S009,P0002,WH02,2025-02-04,2025-02-14,2025-02-14,298,278,801.41,238819.81
PO0004640,S011,P0006,WH03,2025-02-04,2025-02-08,2025-02-08,50,48,2993.73,149686.26
PO0004641,S004,P0007,WH04,2025-02-04,2025-02-08,2025-02-09,175,164,2577.21,451012.01
PO0004642,S004,P0007,WH05,2025-02-04,2025-02-09,2025-02-09,194,182,2334.64,452920.79
PO0004643,S004,P0015,WH04,2025-02-04,2025-02-12,2025-02-12,121,117,241.1,29172.65
PO0004644,S012,P0016,WH02,2025-02-04,2025-02-13,2025-02-13,256,247,906.87,232158.55
PO0004645,S008,P0019,WH02,2025-02-04,2025-02-07,2025-02-07,164,152,1921.5,315125.44
PO0004646,S006,P0024,WH03,2025-02-04,2025-02-11,2025-02-13,66,65,661.08,43631.15
PO0004647,S002,P0027,WH03,2025-02-04,2025-02-10,2025-02-11,279,258,520.49,145218.0
PO0004648,S006,P0028,WH04,2025-02-04,2025-02-12,2025-02-15,128,124,3123.98,399869.77
PO0004649,S009,P0030,WH02,2025-02-04,2025-02-11,2025-02-16,283,268,2431.05,687988.54
PO0004650,S004,P0033,WH04,2025-02-04,2025-02-14,2025-02-14,117,111,2101.09,245827.55
PO0004651,S002,P0037,WH04,2025-02-04,2025-02-10,2025-02-10,102,97,1524.23,155471.42
PO0004652,S012,P0040,WH03,2025-02-04,2025-02-13,2025-02-18,63,61,722.08,45490.84
PO0004653,S004,P0007,WH01,2025-02-05,2025-02-12,2025-02-12,135,129,2337.49,315560.55
PO0004654,S010,P0008,WH03,2025-02-05,2025-02-16,2025-02-16,118,116,820.7,96842.07
PO0004655,S010,P0008,WH04,2025-02-05,2025-02-13,2025-02-13,128,125,791.4,101298.64
PO0004656,S006,P0018,WH05,2025-02-05,2025-02-11,2025-02-11,53,51,1140.82,60463.36
PO0004657,S006,P0020,WH05,2025-02-05,2025-02-10,2025-02-15,197,195,2250.27,443302.72
PO0004658,S006,P0024,WH03,2025-02-05,2025-02-12,2025-02-12,70,67,661.46,46302.41
PO0004659,S004,P0029,WH03,2025-02-05,2025-02-11,2025-02-12,397,377,3414.63,1355607.45
PO0004660,S008,P0004,WH03,2025-02-06,2025-02-10,2025-02-10,385,360,1663.82,640569.8
PO0004661,S006,P0018,WH02,2025-02-06,2025-02-12,2025-02-14,61,60,1134.61,69211.3
PO0004662,S006,P0018,WH05,2025-02-06,2025-02-13,2025-02-13,56,55,1087.57,60904.06
PO0004663,S008,P0019,WH02,2025-02-06,2025-02-10,2025-02-10,171,160,1928.53,329779.29
PO0004664,S006,P0020,WH03,2025-02-06,2025-02-14,2025-02-14,178,176,2273.04,404600.28
PO0004665,S010,P0021,WH02,2025-02-06,2025-02-13,2025-02-13,234,230,740.54,173285.78
PO0004666,S006,P0028,WH01,2025-02-06,2025-02-11,2025-02-13,189,186,3371.93,637295.06
PO0004667,S009,P0030,WH02,2025-02-06,2025-02-15,2025-02-18,273,258,2687.74,733752.18
PO0004668,S004,P0033,WH04,2025-02-06,2025-02-15,2025-02-20,88,86,2150.09,189208.06
PO0004669,S008,P0036,WH02,2025-02-06,2025-02-11,2025-02-11,295,278,1989.53,586911.24
PO0004670,S004,P0007,WH01,2025-02-07,2025-02-15,2025-02-18,160,152,2303.43,368548.32
PO0004671,S010,P0009,WH04,2025-02-07,2025-02-13,2025-02-13,59,58,2380.65,140458.29
PO0004672,S007,P0010,WH04,2025-02-07,2025-02-12,2025-02-12,82,75,2629.84,215646.54
PO0004673,S004,P0015,WH01,2025-02-07,2025-02-12,2025-02-12,69,66,246.68,17020.77
PO0004674,S011,P0017,WH03,2025-02-07,2025-02-12,2025-02-15,308,295,900.34,277305.26
PO0004675,S006,P0018,WH05,2025-02-07,2025-02-11,2025-02-11,66,66,1067.93,70483.27
PO0004676,S006,P0020,WH02,2025-02-07,2025-02-13,2025-02-16,243,240,2476.07,601684.52
PO0004677,S006,P0020,WH03,2025-02-07,2025-02-14,2025-02-17,286,282,2236.56,639656.38
PO0004678,S006,P0025,WH05,2025-02-07,2025-02-13,2025-02-16,164,164,1365.22,223895.59
PO0004679,S004,P0029,WH03,2025-02-07,2025-02-16,2025-02-16,278,263,3321.71,923435.33
PO0004680,S004,P0031,WH03,2025-02-07,2025-02-13,2025-02-13,61,59,468.71,28591.09
PO0004681,S004,P0033,WH04,2025-02-07,2025-02-14,2025-02-14,135,129,2009.78,271320.08
PO0004682,S006,P0003,WH01,2025-02-08,2025-02-14,2025-02-14,116,114,917.01,106372.89
PO0004683,S008,P0004,WH02,2025-02-08,2025-02-13,2025-02-13,329,308,1640.35,539676.2
PO0004684,S004,P0007,WH01,2025-02-08,2025-02-15,2025-02-18,157,145,2532.45,397594.42
PO0004685,S010,P0008,WH03,2025-02-08,2025-02-16,2025-02-17,118,117,818.87,96627.19
PO0004686,S010,P0009,WH04,2025-02-08,2025-02-15,2025-02-15,71,70,2415.72,171516.08
PO0004687,S006,P0020,WH03,2025-02-08,2025-02-16,2025-02-19,164,160,2513.43,412201.72
PO0004688,S010,P0021,WH01,2025-02-08,2025-02-16,2025-02-16,184,184,721.48,132752.02
PO0004689,S010,P0021,WH02,2025-02-08,2025-02-19,2025-02-19,178,175,707.12,125866.92
PO0004690,S002,P0027,WH01,2025-02-08,2025-02-13,2025-02-18,125,123,520.54,65067.07
PO0004691,S004,P0029,WH02,2025-02-08,2025-02-15,2025-02-18,409,383,3229.81,1320990.46
PO0004692,S004,P0031,WH03,2025-02-08,2025-02-15,2025-02-15,50,47,455.69,22784.39
PO0004693,S006,P0003,WH01,2025-02-09,2025-02-15,2025-02-15,132,129,882.61,116504.73
PO0004694,S006,P0003,WH03,2025-02-09,2025-02-15,2025-02-15,207,203,948.52,196343.12
PO0004695,S009,P0005,WH02,2025-02-09,2025-02-16,2025-02-16,86,79,1178.06,101312.87
PO0004696,S011,P0006,WH05,2025-02-09,2025-02-13,2025-02-13,50,46,2756.54,137826.79
PO0004697,S007,P0010,WH04,2025-02-09,2025-02-15,2025-02-16,77,74,2732.91,210433.87
PO0004698,S004,P0015,WH01,2025-02-09,2025-02-16,2025-02-19,64,61,253.51,16224.33
PO0004699,S004,P0015,WH04,2025-02-09,2025-02-15,2025-02-20,90,88,240.62,21655.76
PO0004700,S006,P0020,WH05,2025-02-09,2025-02-15,2025-02-18,162,158,2235.58,362163.4
PO0004701,S004,P0029,WH02,2025-02-09,2025-02-18,2025-02-18,344,322,3517.59,1210051.36
PO0004702,S009,P0030,WH02,2025-02-09,2025-02-18,2025-02-20,157,146,2485.55,390232.0
PO0004703,S004,P0031,WH01,2025-02-09,2025-02-17,2025-02-20,50,48,447.02,22351.0
PO0004704,S004,P0031,WH03,2025-02-09,2025-02-14,2025-02-15,52,50,483.09,25120.65
PO0004705,S008,P0036,WH04,2025-02-09,2025-02-14,2025-02-14,220,206,2070.25,455455.16
PO0004706,S006,P0003,WH03,2025-02-10,2025-02-15,2025-02-15,202,201,957.36,193386.16
PO0004707,S009,P0005,WH02,2025-02-10,2025-02-20,2025-02-20,73,66,1182.93,86353.69
PO0004708,S007,P0010,WH01,2025-02-10,2025-02-14,2025-02-14,53,47,2857.58,151451.57
PO0004709,S007,P0011,WH01,2025-02-10,2025-02-15,2025-02-18,95,91,637.23,60536.61
PO0004710,S004,P0015,WH01,2025-02-10,2025-02-17,2025-02-17,96,90,251.54,24147.74
PO0004711,S004,P0015,WH04,2025-02-10,2025-02-15,2025-02-17,78,77,267.86,20892.83
PO0004712,S006,P0018,WH05,2025-02-10,2025-02-15,2025-02-15,50,49,1082.33,54116.45
PO0004713,S010,P0021,WH02,2025-02-10,2025-02-17,2025-02-17,270,267,702.01,189543.44
PO0004714,S002,P0027,WH01,2025-02-10,2025-02-15,2025-02-15,150,142,541.62,81243.6
PO0004715,S004,P0029,WH03,2025-02-10,2025-02-16,2025-02-16,391,372,3492.34,1365504.01
PO0004716,S004,P0033,WH04,2025-02-10,2025-02-14,2025-02-14,114,106,2122.73,241991.13
PO0004717,S006,P0003,WH03,2025-02-11,2025-02-18,2025-02-19,187,184,877.14,164025.6
PO0004718,S006,P0003,WH04,2025-02-11,2025-02-17,2025-02-20,170,167,926.26,157464.11
PO0004719,S008,P0004,WH04,2025-02-11,2025-02-15,2025-02-16,178,162,1576.55,280626.41
PO0004720,S009,P0005,WH02,2025-02-11,2025-02-21,2025-02-26,98,92,1182.45,115880.34
PO0004721,S011,P0006,WH04,2025-02-11,2025-02-14,2025-02-16,50,48,2934.52,146726.17
PO0004722,S010,P0008,WH04,2025-02-11,2025-02-21,2025-02-21,129,129,788.3,101690.84
PO0004723,S011,P0017,WH03,2025-02-11,2025-02-15,2025-02-15,288,280,890.01,256322.11
PO0004724,S010,P0021,WH02,2025-02-11,2025-02-18,2025-02-18,169,166,748.7,126529.72
PO0004725,S009,P0030,WH03,2025-02-11,2025-02-20,2025-02-20,164,156,2528.32,414643.73
PO0004726,S004,P0031,WH01,2025-02-11,2025-02-18,2025-02-19,50,48,456.7,22835.09
PO0004727,S008,P0036,WH04,2025-02-11,2025-02-15,2025-02-16,257,239,2125.8,546330.84
PO0004728,S002,P0039,WH03,2025-02-11,2025-02-15,2025-02-18,97,96,467.62,45359.44
PO0004729,S009,P0001,WH02,2025-02-12,2025-02-21,2025-02-22,186,177,1394.9,259450.89
PO0004730,S006,P0003,WH03,2025-02-12,2025-02-19,2025-02-19,203,201,883.7,179391.23
PO0004731,S006,P0003,WH04,2025-02-12,2025-02-20,2025-02-20,154,152,915.63,141007.7
PO0004732,S008,P0004,WH04,2025-02-12,2025-02-16,2025-02-18,194,179,1662.82,322587.67
PO0004733,S004,P0007,WH03,2025-02-12,2025-02-20,2025-02-20,258,243,2502.11,645544.37
PO0004734,S008,P0019,WH05,2025-02-12,2025-02-18,2025-02-21,241,222,2056.15,495533.1
PO0004735,S010,P0021,WH01,2025-02-12,2025-02-21,2025-02-21,128,126,744.47,95292.58
PO0004736,S002,P0039,WH03,2025-02-12,2025-02-17,2025-02-17,108,101,494.49,53404.98
PO0004737,S009,P0001,WH02,2025-02-13,2025-02-21,2025-02-21,176,166,1351.88,237930.35
PO0004738,S006,P0003,WH03,2025-02-13,2025-02-18,2025-02-19,197,195,892.89,175899.24
PO0004739,S009,P0005,WH02,2025-02-13,2025-02-22,2025-02-22,90,88,1129.78,101679.96
PO0004740,S004,P0007,WH03,2025-02-13,2025-02-20,2025-02-23,224,207,2368.93,530640.52
PO0004741,S010,P0021,WH01,2025-02-13,2025-02-23,2025-02-23,205,203,712.93,146150.43
PO0004742,S004,P0031,WH02,2025-02-13,2025-02-19,2025-02-19,53,52,486.76,25798.16
PO0004743,S004,P0033,WH02,2025-02-13,2025-02-20,2025-02-20,172,160,2021.86,347759.63
PO0004744,S006,P0034,WH03,2025-02-13,2025-02-20,2025-02-20,50,50,3134.28,156714.16
PO0004745,S008,P0036,WH01,2025-02-13,2025-02-16,2025-02-18,217,198,2220.33,481811.78
PO0004746,S008,P0036,WH04,2025-02-13,2025-02-18,2025-02-18,233,223,2196.98,511896.4
PO0004747,S002,P0037,WH05,2025-02-13,2025-02-21,2025-02-21,108,105,1598.84,172674.97
PO0004748,S009,P0001,WH05,2025-02-14,2025-02-24,2025-02-24,155,148,1420.63,220197.42
PO0004749,S006,P0003,WH03,2025-02-14,2025-02-22,2025-02-22,261,260,939.45,245195.64
PO0004750,S006,P0003,WH05,2025-02-14,2025-02-23,2025-02-23,190,188,887.62,168647.23
PO0004751,S009,P0005,WH02,2025-02-14,2025-02-24,2025-03-01,76,72,1256.67,95507.09
PO0004752,S007,P0010,WH03,2025-02-14,2025-02-17,2025-02-17,85,82,2766.71,235170.01
PO0004753,S011,P0017,WH03,2025-02-14,2025-02-17,2025-02-19,287,270,925.35,265574.56
PO0004754,S006,P0028,WH05,2025-02-14,2025-02-21,2025-02-21,241,235,3272.62,788702.08
PO0004755,S004,P0031,WH02,2025-02-14,2025-02-20,2025-02-20,50,49,496.41,24820.58
PO0004756,S006,P0034,WH03,2025-02-14,2025-02-21,2025-02-21,50,50,2857.8,142890.18
PO0004757,S008,P0038,WH02,2025-02-14,2025-02-17,2025-02-20,180,173,1710.49,307887.36
PO0004758,S002,P0039,WH03,2025-02-14,2025-02-21,2025-02-21,101,94,515.2,52034.87
PO0004759,S009,P0002,WH01,2025-02-15,2025-02-24,2025-02-24,186,177,797.47,148329.25
PO0004760,S009,P0002,WH03,2025-02-15,2025-02-20,2025-02-20,224,215,790.75,177127.61
PO0004761,S006,P0003,WH04,2025-02-15,2025-02-22,2025-02-23,118,118,909.64,107337.09
PO0004762,S006,P0003,WH05,2025-02-15,2025-02-22,2025-02-22,168,168,864.76,145279.05
PO0004763,S010,P0008,WH02,2025-02-15,2025-02-22,2025-02-22,152,150,851.98,129501.27
PO0004764,S007,P0011,WH05,2025-02-15,2025-02-19,2025-02-19,138,132,599.26,82697.87
PO0004765,S010,P0014,WH04,2025-02-15,2025-02-23,2025-02-26,163,162,1917.25,312512.56
PO0004766,S006,P0018,WH01,2025-02-15,2025-02-19,2025-02-24,69,68,1156.57,79803.57
PO0004767,S009,P0030,WH03,2025-02-15,2025-02-23,2025-02-28,307,288,2626.47,806327.8
PO0004768,S009,P0032,WH04,2025-02-15,2025-02-23,2025-02-24,195,185,1724.77,336329.66
PO0004769,S008,P0036,WH01,2025-02-15,2025-02-18,2025-02-23,168,162,2045.84,343700.59
PO0004770,S008,P0036,WH03,2025-02-15,2025-02-21,2025-02-22,287,271,2190.44,628656.61
PO0004771,S002,P0037,WH02,2025-02-15,2025-02-22,2025-02-22,81,75,1555.73,126013.76
PO0004772,S008,P0038,WH02,2025-02-15,2025-02-17,2025-02-18,121,107,1854.04,224338.72
PO0004773,S002,P0039,WH03,2025-02-15,2025-02-22,2025-02-22,67,62,474.24,31774.19
PO0004774,S008,P0004,WH05,2025-02-16,2025-02-20,2025-02-20,185,171,1711.22,316575.64
PO0004775,S004,P0007,WH03,2025-02-16,2025-02-24,2025-02-25,198,187,2457.88,486659.27
PO0004776,S011,P0012,WH03,2025-02-16,2025-02-18,2025-02-18,50,50,2389.9,119495.2
PO0004777,S007,P0013,WH01,2025-02-16,2025-02-21,2025-02-21,50,49,2737.74,136886.81
PO0004778,S006,P0018,WH01,2025-02-16,2025-02-21,2025-02-21,63,62,1119.79,70546.98
PO0004779,S008,P0019,WH05,2025-02-16,2025-02-20,2025-02-20,144,136,2046.51,294696.98
PO0004780,S006,P0020,WH04,2025-02-16,2025-02-23,2025-02-25,156,153,2448.5,381966.64
PO0004781,S006,P0028,WH05,2025-02-16,2025-02-23,2025-02-23,210,206,3257.94,684168.43
PO0004782,S008,P0036,WH01,2025-02-16,2025-02-18,2025-02-18,253,240,1995.01,504737.02
PO0004783,S002,P0037,WH02,2025-02-16,2025-02-21,2025-02-21,97,90,1626.57,157776.92
PO0004784,S002,P0039,WH03,2025-02-16,2025-02-22,2025-02-23,66,61,490.94,32402.2
PO0004785,S012,P0040,WH05,2025-02-16,2025-02-26,2025-02-27,56,56,753.72,42208.46
PO0004786,S010,P0009,WH05,2025-02-17,2025-02-25,2025-02-27,50,49,2394.26,119713.17
PO0004787,S011,P0012,WH03,2025-02-17,2025-02-20,2025-02-21,77,74,2347.92,180790.09
PO0004788,S011,P0012,WH04,2025-02-17,2025-02-21,2025-02-22,52,47,2358.64,122649.22
PO0004789,S002,P0037,WH05,2025-02-17,2025-02-22,2025-02-22,106,100,1487.65,157691.35
PO0004790,S008,P0038,WH02,2025-02-17,2025-02-19,2025-02-19,212,201,1885.88,399806.74
PO0004791,S012,P0040,WH05,2025-02-17,2025-02-27,2025-02-28,58,56,703.52,40804.29
PO0004792,S009,P0002,WH03,2025-02-18,2025-02-26,2025-02-26,241,231,775.46,186886.18
PO0004793,S008,P0004,WH05,2025-02-18,2025-02-21,2025-02-23,189,170,1580.35,298686.36
PO0004794,S004,P0007,WH03,2025-02-18,2025-02-26,2025-02-28,222,211,2521.34,559736.66
PO0004795,S010,P0008,WH02,2025-02-18,2025-02-28,2025-02-28,175,173,850.48,148834.28
PO0004796,S011,P0012,WH01,2025-02-18,2025-02-23,2025-02-24,50,46,2280.75,114037.28
PO0004797,S011,P0012,WH04,2025-02-18,2025-02-22,2025-02-22,52,49,2471.94,128540.65
PO0004798,S011,P0017,WH02,2025-02-18,2025-02-22,2025-02-22,288,270,889.81,256264.81
PO0004799,S006,P0018,WH03,2025-02-18,2025-02-27,2025-02-27,84,82,1139.17,95690.49
PO0004800,S002,P0037,WH05,2025-02-18,2025-02-24,2025-02-24,100,98,1633.45,163344.53
PO0004801,S010,P0009,WH05,2025-02-19,2025-02-26,2025-02-26,60,60,2419.52,145171.12
PO0004802,S011,P0012,WH01,2025-02-19,2025-02-25,2025-02-25,53,50,2476.88,131274.45
PO0004803,S012,P0016,WH02,2025-02-19,2025-03-03,2025-03-04,366,354,877.36,321113.44
PO0004804,S012,P0016,WH03,2025-02-19,2025-02-27,2025-02-27,269,262,896.66,241201.9
PO0004805,S006,P0023,WH04,2025-02-19,2025-02-25,2025-02-27,50,49,689.9,34495.1
PO0004806,S012,P0026,WH05,2025-02-19,2025-03-01,2025-03-03,293,290,2206.99,646648.76
