Customer_ID,Customer_Name,Customer_Type,Location_ID,Sales_Channel,Customer_Since,Customer_Since_Original,Customer_Since_Corrected_Flag
C00672,Customer 00672,Consumer,LOC05,Online,2020-10-13,2020-10-13,False
C00673,Customer 00673,Consumer,LOC05,Online,2022-10-29,2022-10-29,False
C00674,Customer 00674,Consumer,LOC06,Online,2024-01-01,2024-11-21,True
C00675,Customer 00675,Consumer,LOC02,Online,2020-11-25,2020-11-25,False
C00676,Customer 00676,Consumer,LOC05,Marketplace,2021-04-04,2021-04-04,False
C00677,Customer 00677,Enterprise,LOC06,Retail Store,2022-04-24,2022-04-24,False
C00678,Customer 00678,Consumer,LOC05,Retail Store,2020-12-25,2020-12-25,False
C00679,Customer 00679,Consumer,LOC02,Online,2023-03-17,2023-03-17,False
C00680,Customer 00680,Enterprise,LOC05,Online,2021-04-01,2021-04-01,False
C00681,Customer 00681,Consumer,LOC01,Online,2020-08-18,2020-08-18,False
C00682,Customer 00682,Consumer,LOC04,Online,2021-04-15,2021-04-15,False
C00683,Customer 00683,Small Business,LOC03,Online,2024-01-05,2024-08-02,True
C00684,Customer 00684,Small Business,LOC04,Online,2024-01-13,2024-08-09,True
C00685,Customer 00685,Consumer,LOC04,Marketplace,2022-06-29,2022-06-29,False
C00686,Customer 00686,Consumer,LOC01,Online,2021-12-21,2021-12-21,False
C00687,Customer 00687,Consumer,LOC04,Retail Store,2024-01-07,2024-01-15,True
C00688,Customer 00688,Consumer,LOC06,Online,2020-12-15,2020-12-15,False
C00689,Customer 00689,Consumer,LOC03,Online,2023-03-23,2023-03-23,False
C00690,Customer 00690,Consumer,LOC02,Online,2023-05-09,2023-05-09,False
C00691,Customer 00691,Consumer,LOC06,Online,2023-07-02,2023-07-02,False
C00692,Customer 00692,Small Business,LOC01,Online,2021-01-27,2021-01-27,False
C00693,Customer 00693,Consumer,LOC03,Retail Store,2023-07-13,2023-07-13,False
C00694,Customer 00694,Consumer,LOC04,Online,2023-01-06,2023-01-06,False
C00695,Customer 00695,Consumer,LOC03,Online,2024-01-03,2024-04-24,True
C00696,Customer 00696,Small Business,LOC06,Marketplace,2020-11-09,2020-11-09,False
C00697,Customer 00697,Consumer,LOC03,Online,2023-01-09,2023-01-09,False
C00698,Customer 00698,Consumer,LOC06,Marketplace,2024-01-07,2024-02-02,True
C00699,Customer 00699,Consumer,LOC01,Online,2021-05-15,2021-05-15,False
C00700,Customer 00700,Consumer,LOC05,Retail Store,2023-08-31,2023-08-31,False
C00701,Customer 00701,Consumer,LOC04,Online,2020-06-28,2020-06-28,False
C00702,Customer 00702,Consumer,LOC02,Online,2023-07-16,2023-07-16,False
C00703,Customer 00703,Consumer,LOC02,Marketplace,2022-12-27,2022-12-27,False
C00704,Customer 00704,Small Business,LOC05,Retail Store,2020-12-12,2020-12-12,False
C00705,Customer 00705,Enterprise,LOC04,Online,2020-04-29,2020-04-29,False
C00706,Customer 00706,Consumer,LOC04,Marketplace,2023-09-03,2023-09-03,False
C00707,Customer 00707,Consumer,LOC01,Online,2021-03-10,2021-03-10,False
C00708,Customer 00708,Consumer,LOC04,Online,2022-06-14,2022-06-14,False
C00709,Customer 00709,Small Business,LOC06,Online,2020-04-19,2020-04-19,False
C00710,Customer 00710,Consumer,LOC01,Marketplace,2024-01-11,2024-09-30,True
C00711,Customer 00711,Consumer,LOC03,Online,2022-09-14,2022-09-14,False
C00712,Customer 00712,Consumer,LOC03,Marketplace,2024-01-02,2024-08-03,True
C00713,Customer 00713,Small Business,LOC06,Online,2020-10-15,2020-10-15,False
C00714,Customer 00714,Consumer,LOC02,Retail Store,2021-01-05,2021-01-05,False
C00715,Customer 00715,Consumer,LOC03,Retail Store,2023-01-03,2023-01-03,False
C00716,Customer 00716,Consumer,LOC05,Online,2022-12-24,2022-12-24,False
C00717,Customer 00717,Enterprise,LOC01,Online,2023-11-24,2023-11-24,False
C00718,Customer 00718,Consumer,LOC05,Online,2024-01-02,2024-07-28,True
C00719,Customer 00719,Consumer,LOC05,Retail Store,2024-01-03,2024-01-19,True
C00720,Customer 00720,Small Business,LOC05,Online,2020-09-09,2020-09-09,False
C00721,Customer 00721,Small Business,LOC04,Online,2021-07-11,2021-07-11,False
C00722,Customer 00722,Consumer,LOC05,Online,2024-01-02,2024-07-02,True
C00723,Customer 00723,Consumer,LOC05,Marketplace,2022-09-15,2022-09-15,False
C00724,Customer 00724,Consumer,LOC06,Online,2024-01-02,2024-04-09,True
C00725,Customer 00725,Small Business,LOC03,Online,2022-10-10,2022-10-10,False
C00726,Customer 00726,Consumer,LOC03,Retail Store,2020-03-30,2020-03-30,False
C00727,Customer 00727,Consumer,LOC04,Online,2022-05-01,2022-05-01,False
C00728,Customer 00728,Consumer,LOC02,Retail Store,2024-01-01,2024-01-24,True
C00729,Customer 00729,Consumer,LOC06,Online,2023-03-25,2023-03-25,False
C00730,Customer 00730,Small Business,LOC05,Online,2020-08-27,2020-08-27,False
C00731,Customer 00731,Consumer,LOC04,Retail Store,2021-01-13,2021-01-13,False
C00732,Customer 00732,Consumer,LOC02,Marketplace,2024-01-08,2024-03-17,True
C00733,Customer 00733,Small Business,LOC03,Marketplace,2024-01-10,2024-10-28,True
C00734,Customer 00734,Small Business,LOC03,Online,2023-09-17,2023-09-17,False
C00735,Customer 00735,Small Business,LOC04,Online,2020-06-25,2020-06-25,False
C00736,Customer 00736,Consumer,LOC05,Online,2023-01-19,2023-01-19,False
C00737,Customer 00737,Consumer,LOC05,Online,2024-01-03,2024-02-01,True
C00738,Customer 00738,Consumer,LOC06,Online,2023-02-26,2023-02-26,False
C00739,Customer 00739,Consumer,LOC06,Online,2022-12-05,2022-12-05,False
C00740,Customer 00740,Enterprise,LOC05,Online,2022-04-21,2022-04-21,False
C00741,Customer 00741,Consumer,LOC03,Online,2021-03-16,2021-03-16,False
C00742,Customer 00742,Consumer,LOC04,Online,2021-05-20,2021-05-20,False
C00743,Customer 00743,Small Business,LOC03,Online,2023-09-04,2023-09-04,False
C00744,Customer 00744,Consumer,LOC04,Retail Store,2020-05-05,2020-05-05,False
C00745,Customer 00745,Consumer,LOC05,Marketplace,2020-06-01,2020-06-01,False
C00746,Customer 00746,Consumer,LOC03,Online,2021-12-14,2021-12-14,False
C00747,Customer 00747,Consumer,LOC04,Marketplace,2023-10-25,2023-10-25,False
C00748,Customer 00748,Consumer,LOC01,Retail Store,2023-03-28,2023-03-28,False
C00749,Customer 00749,Consumer,LOC05,Online,2022-11-27,2022-11-27,False
C00750,Customer 00750,Small Business,LOC03,Online,2022-08-19,2022-08-19,False
C00751,Customer 00751,Consumer,LOC03,Online,2020-07-18,2020-07-18,False
C00752,Customer 00752,Consumer,LOC04,Online,2021-08-20,2021-08-20,False
C00753,Customer 00753,Consumer,LOC02,Marketplace,2020-05-23,2020-05-23,False
C00754,Customer 00754,Consumer,LOC04,Retail Store,2023-09-26,2023-09-26,False
C00755,Customer 00755,Consumer,LOC05,Online,2023-09-13,2023-09-13,False
C00756,Customer 00756,Consumer,LOC03,Marketplace,2021-04-09,2021-04-09,False
C00757,Customer 00757,Consumer,LOC01,Online,2021-06-11,2021-06-11,False
C00758,Customer 00758,Consumer,LOC03,Marketplace,2021-07-25,2021-07-25,False
C00759,Customer 00759,Enterprise,LOC02,Marketplace,2024-01-10,2024-05-19,True
C00760,Customer 00760,Consumer,LOC03,Online,2022-05-29,2022-05-29,False
C00761,Customer 00761,Consumer,LOC04,Online,2023-10-03,2023-10-03,False
C00762,Customer 00762,Small Business,LOC01,Marketplace,2022-03-18,2022-03-18,False
C00763,Customer 00763,Small Business,LOC05,Retail Store,2023-06-10,2023-06-10,False
C00764,Customer 00764,Consumer,LOC02,Online,2022-08-08,2022-08-08,False
C00765,Customer 00765,Consumer,LOC06,Online,2021-05-16,2021-05-16,False
C00766,Customer 00766,Consumer,LOC05,Online,2024-01-02,2024-04-26,True
C00767,Customer 00767,Consumer,LOC02,Marketplace,2023-06-30,2023-06-30,False
C00768,Customer 00768,Consumer,LOC04,Marketplace,2023-10-16,2023-10-16,False
C00769,Customer 00769,Consumer,LOC01,Marketplace,2024-01-01,2024-09-02,True
C00770,Customer 00770,Consumer,LOC01,Marketplace,2021-03-23,2021-03-23,False
C00771,Customer 00771,Consumer,LOC06,Retail Store,2020-06-13,2020-06-13,False
C00772,Customer 00772,Enterprise,LOC05,Retail Store,2022-11-14,2022-11-14,False
C00773,Customer 00773,Consumer,LOC01,Online,2021-08-10,2021-08-10,False
C00774,Customer 00774,Consumer,LOC02,Marketplace,2022-02-23,2022-02-23,False
C00775,Customer 00775,Consumer,LOC02,Online,2021-02-26,2021-02-26,False
C00776,Customer 00776,Consumer,LOC03,Online,2021-12-18,2021-12-18,False
C00777,Customer 00777,Consumer,LOC02,Retail Store,2021-12-08,2021-12-08,False
C00778,Customer 00778,Small Business,LOC02,Marketplace,2021-09-23,2021-09-23,False
C00779,Customer 00779,Small Business,LOC04,Retail Store,2023-08-29,2023-08-29,False
C00780,Customer 00780,Small Business,LOC02,Online,2022-12-02,2022-12-02,False
C00781,Customer 00781,Enterprise,LOC06,Online,2022-05-03,2022-05-03,False
C00782,Customer 00782,Enterprise,LOC05,Online,2020-07-21,2020-07-21,False
C00783,Customer 00783,Enterprise,LOC05,Online,2022-10-24,2022-10-24,False
C00784,Customer 00784,Consumer,LOC02,Online,2020-11-11,2020-11-11,False
C00785,Customer 00785,Consumer,LOC05,Online,2021-07-19,2021-07-19,False
C00786,Customer 00786,Consumer,LOC06,Online,2022-01-16,2022-01-16,False
C00787,Customer 00787,Consumer,LOC02,Retail Store,2020-09-11,2020-09-11,False
C00788,Customer 00788,Consumer,LOC05,Online,2021-12-02,2021-12-02,False
C00789,Customer 00789,Small Business,LOC03,Online,2021-04-25,2021-04-25,False
C00790,Customer 00790,Consumer,LOC05,Marketplace,2024-01-04,2024-03-09,True
C00791,Customer 00791,Consumer,LOC03,Online,2024-01-19,2024-03-27,True
C00792,Customer 00792,Consumer,LOC05,Retail Store,2020-01-09,2020-01-09,False
C00793,Customer 00793,Consumer,LOC01,Marketplace,2022-12-20,2022-12-20,False
C00794,Customer 00794,Consumer,LOC03,Online,2023-02-26,2023-02-26,False
C00795,Customer 00795,Small Business,LOC02,Marketplace,2021-11-11,2021-11-11,False
C00796,Customer 00796,Consumer,LOC02,Marketplace,2022-04-24,2022-04-24,False
C00797,Customer 00797,Consumer,LOC02,Marketplace,2023-11-22,2023-11-22,False
C00798,Customer 00798,Consumer,LOC03,Retail Store,2021-11-11,2021-11-11,False
C00799,Customer 00799,Consumer,LOC01,Marketplace,2020-04-26,2020-04-26,False
C00800,Customer 00800,Consumer,LOC05,Marketplace,2021-11-01,2021-11-01,False
C00801,Customer 00801,Small Business,LOC04,Online,2021-04-02,2021-04-02,False
C00802,Customer 00802,Small Business,LOC05,Marketplace,2021-11-19,2021-11-19,False
C00803,Customer 00803,Consumer,LOC05,Retail Store,2021-02-18,2021-02-18,False
C00804,Customer 00804,Small Business,LOC01,Marketplace,2020-09-26,2020-09-26,False
C00805,Customer 00805,Consumer,LOC01,Marketplace,2024-01-03,2024-11-08,True
C00806,Customer 00806,Small Business,LOC03,Online,2020-08-19,2020-08-19,False
C00807,Customer 00807,Consumer,LOC03,Marketplace,2023-06-24,2023-06-24,False
C00808,Customer 00808,Consumer,LOC02,Retail Store,2023-07-15,2023-07-15,False
C00809,Customer 00809,Small Business,LOC05,Online,2023-01-17,2023-01-17,False
C00810,Customer 00810,Consumer,LOC04,Online,2024-01-04,2024-06-28,True
C00811,Customer 00811,Consumer,LOC05,Online,2020-01-09,2020-01-09,False
C00812,Customer 00812,Consumer,LOC01,Online,2021-06-26,2021-06-26,False
C00813,Customer 00813,Consumer,LOC05,Marketplace,2020-11-27,2020-11-27,False
C00814,Customer 00814,Consumer,LOC02,Online,2022-11-04,2022-11-04,False
C00815,Customer 00815,Small Business,LOC03,Online,2023-02-17,2023-02-17,False
C00816,Customer 00816,Small Business,LOC03,Marketplace,2024-01-09,2024-06-04,True
C00817,Customer 00817,Consumer,LOC05,Marketplace,2021-11-14,2021-11-14,False
C00818,Customer 00818,Consumer,LOC02,Marketplace,2021-02-28,2021-02-28,False
C00819,Customer 00819,Consumer,LOC02,Marketplace,2024-01-13,2024-07-21,True
C00820,Customer 00820,Consumer,LOC03,Marketplace,2023-04-26,2023-04-26,False
C00821,Customer 00821,Consumer,LOC03,Marketplace,2023-10-08,2023-10-08,False
C00822,Customer 00822,Small Business,LOC02,Marketplace,2022-03-11,2022-03-11,False
C00823,Customer 00823,Small Business,LOC02,Online,2022-03-16,2022-03-16,False
C00824,Customer 00824,Small Business,LOC02,Marketplace,2021-12-01,2021-12-01,False
C00825,Customer 00825,Consumer,LOC03,Online,2023-09-11,2023-09-11,False
C00826,Customer 00826,Consumer,LOC03,Online,2021-01-14,2021-01-14,False
C00827,Customer 00827,Consumer,LOC03,Online,2024-01-02,2024-10-21,True
C00828,Customer 00828,Consumer,LOC05,Retail Store,2020-11-12,2020-11-12,False
C00829,Customer 00829,Consumer,LOC02,Marketplace,2022-04-09,2022-04-09,False
C00830,Customer 00830,Consumer,LOC06,Online,2021-07-20,2021-07-20,False
C00831,Customer 00831,Consumer,LOC05,Marketplace,2023-03-02,2023-03-02,False
C00832,Customer 00832,Enterprise,LOC02,Online,2023-05-10,2023-05-10,False
C00833,Customer 00833,Consumer,LOC02,Marketplace,2024-01-03,2024-07-11,True
C00834,Customer 00834,Enterprise,LOC02,Retail Store,2023-11-21,2023-11-21,False
C00835,Customer 00835,Consumer,LOC02,Marketplace,2021-03-23,2021-03-23,False
C00836,Customer 00836,Consumer,LOC03,Marketplace,2021-01-06,2021-01-06,False
C00837,Customer 00837,Consumer,LOC01,Online,2024-01-03,2024-05-14,True
C00838,Customer 00838,Consumer,LOC01,Online,2022-05-28,2022-05-28,False
C00839,Customer 00839,Consumer,LOC03,Retail Store,2020-06-24,2020-06-24,False
C00840,Customer 00840,Consumer,LOC05,Marketplace,2024-01-04,2024-01-24,True
C00841,Customer 00841,Small Business,LOC02,Online,2023-03-13,2023-03-13,False
C00842,Customer 00842,Consumer,LOC06,Online,2020-02-16,2020-02-16,False
C00843,Customer 00843,Consumer,LOC03,Online,2023-11-10,2023-11-10,False
C00844,Customer 00844,Consumer,LOC06,Online,2022-12-29,2022-12-29,False
C00845,Customer 00845,Consumer,LOC02,Online,2023-01-11,2023-01-11,False
C00846,Customer 00846,Consumer,LOC04,Online,2024-01-02,2024-04-05,True
C00847,Customer 00847,Consumer,LOC05,Retail Store,2022-06-10,2022-06-10,False
C00848,Customer 00848,Enterprise,LOC01,Online,2022-04-10,2022-04-10,False
C00849,Customer 00849,Small Business,LOC06,Online,2023-01-16,2023-01-16,False
C00850,Customer 00850,Consumer,LOC03,Online,2020-12-22,2020-12-22,False
C00851,Customer 00851,Consumer,LOC03,Online,2020-09-29,2020-09-29,False
C00852,Customer 00852,Consumer,LOC04,Retail Store,2024-01-08,2024-02-27,True
C00853,Customer 00853,Small Business,LOC04,Online,2021-01-23,2021-01-23,False
C00854,Customer 00854,Consumer,LOC01,Marketplace,2022-06-26,2022-06-26,False
C00855,Customer 00855,Consumer,LOC06,Retail Store,2021-04-30,2021-04-30,False
C00856,Customer 00856,Consumer,LOC04,Online,2021-02-18,2021-02-18,False
C00857,Customer 00857,Small Business,LOC06,Marketplace,2022-12-12,2022-12-12,False
C00858,Customer 00858,Consumer,LOC03,Retail Store,2023-12-15,2023-12-15,False
C00859,Customer 00859,Small Business,LOC04,Online,2022-03-06,2022-03-06,False
C00860,Customer 00860,Small Business,LOC03,Online,2020-09-06,2020-09-06,False
C00861,Customer 00861,Consumer,LOC06,Retail Store,2021-03-16,2021-03-16,False
C00862,Customer 00862,Small Business,LOC05,Retail Store,2020-10-23,2020-10-23,False
C00863,Customer 00863,Consumer,LOC06,Online,2024-01-03,2024-05-08,True
C00864,Customer 00864,Consumer,LOC04,Marketplace,2021-07-29,2021-07-29,False
C00865,Customer 00865,Consumer,LOC05,Online,2021-11-04,2021-11-04,False
C00866,Customer 00866,Enterprise,LOC03,Retail Store,2020-05-07,2020-05-07,False
C00867,Customer 00867,Consumer,LOC03,Online,2022-03-13,2022-03-13,False
C00868,Customer 00868,Consumer,LOC05,Online,2024-01-06,2024-07-03,True
C00869,Customer 00869,Consumer,LOC01,Marketplace,2022-01-07,2022-01-07,False
C00870,Customer 00870,Consumer,LOC05,Retail Store,2023-03-18,2023-03-18,False
C00871,Customer 00871,Consumer,LOC01,Retail Store,2020-11-23,2020-11-23,False
C00872,Customer 00872,Consumer,LOC04,Online,2020-09-14,2020-09-14,False
C00873,Customer 00873,Consumer,LOC03,Online,2023-08-09,2023-08-09,False
C00874,Customer 00874,Small Business,LOC03,Retail Store,2020-04-28,2020-04-28,False
C00875,Customer 00875,Consumer,LOC03,Retail Store,2022-03-18,2022-03-18,False
C00876,Customer 00876,Consumer,LOC03,Online,2021-07-24,2021-07-24,False
C00877,Customer 00877,Consumer,LOC03,Marketplace,2020-01-30,2020-01-30,False
C00878,Customer 00878,Consumer,LOC03,Online,2022-08-14,2022-08-14,False
C00879,Customer 00879,Consumer,LOC04,Online,2024-01-13,2024-10-01,True
C00880,Customer 00880,Consumer,LOC05,Online,2020-05-04,2020-05-04,False
C00881,Customer 00881,Enterprise,LOC04,Online,2024-01-08,2024-01-08,False
C00882,Customer 00882,Consumer,LOC04,Online,2022-08-28,2022-08-28,False
C00883,Customer 00883,Consumer,LOC06,Retail Store,2023-07-26,2023-07-26,False
C00884,Customer 00884,Consumer,LOC06,Online,2020-06-22,2020-06-22,False
C00885,Customer 00885,Small Business,LOC01,Online,2024-01-01,2024-04-13,True
C00886,Customer 00886,Consumer,LOC05,Online,2020-01-21,2020-01-21,False
C00887,Customer 00887,Consumer,LOC02,Online,2024-01-01,2024-06-20,True
C00888,Customer 00888,Small Business,LOC02,Online,2023-03-30,2023-03-30,False
C00889,Customer 00889,Consumer,LOC05,Marketplace,2021-08-30,2021-08-30,False
C00890,Customer 00890,Enterprise,LOC01,Online,2020-01-13,2020-01-13,False
C00891,Customer 00891,Consumer,LOC06,Marketplace,2023-01-04,2023-01-04,False
C00892,Customer 00892,Consumer,LOC05,Retail Store,2020-06-06,2020-06-06,False
C00893,Customer 00893,Consumer,LOC06,Online,2022-12-31,2022-12-31,False
C00894,Customer 00894,Small Business,LOC05,Retail Store,2023-10-23,2023-10-23,False
C00895,Customer 00895,Consumer,LOC06,Retail Store,2021-04-26,2021-04-26,False
C00896,Customer 00896,Consumer,LOC01,Retail Store,2021-03-05,2021-03-05,False
C00897,Customer 00897,Consumer,LOC06,Marketplace,2021-02-03,2021-02-03,False
C00898,Customer 00898,Consumer,LOC01,Marketplace,2021-02-08,2021-02-08,False
C00899,Customer 00899,Consumer,LOC02,Marketplace,2020-07-24,2020-07-24,False
C00900,Customer 00900,Consumer,LOC01,Marketplace,2021-03-25,2021-03-25,False
C00901,Customer 00901,Small Business,LOC03,Online,2023-04-01,2023-04-01,False
C00902,Customer 00902,Consumer,LOC05,Retail Store,2021-06-28,2021-06-28,False
C00903,Customer 00903,Consumer,LOC02,Marketplace,2023-11-06,2023-11-06,False
C00904,Customer 00904,Consumer,LOC05,Marketplace,2024-01-03,2024-01-14,True
C00905,Customer 00905,Consumer,LOC04,Online,2023-10-01,2023-10-01,False
C00906,Customer 00906,Consumer,LOC04,Online,2022-08-29,2022-08-29,False
C00907,Customer 00907,Consumer,LOC06,Online,2021-07-23,2021-07-23,False
C00908,Customer 00908,Consumer,LOC03,Online,2024-01-02,2024-07-31,True
C00909,Customer 00909,Consumer,LOC03,Online,2021-01-04,2021-01-04,False
C00910,Customer 00910,Consumer,LOC06,Online,2022-04-16,2022-04-16,False
C00911,Customer 00911,Consumer,LOC04,Online,2022-03-27,2022-03-27,False
C00912,Customer 00912,Consumer,LOC04,Online,2023-09-04,2023-09-04,False
C00913,Customer 00913,Consumer,LOC02,Online,2022-09-11,2022-09-11,False
C00914,Customer 00914,Consumer,LOC02,Retail Store,2023-12-10,2023-12-10,False
C00915,Customer 00915,Small Business,LOC02,Online,2024-01-04,2024-07-12,True
C00916,Customer 00916,Small Business,LOC02,Online,2021-12-04,2021-12-04,False
C00917,Customer 00917,Consumer,LOC02,Online,2024-01-05,2024-04-23,True
C00918,Customer 00918,Consumer,LOC05,Online,2020-11-01,2020-11-01,False
C00919,Customer 00919,Consumer,LOC01,Online,2024-01-04,2024-07-06,True
C00920,Customer 00920,Consumer,LOC04,Marketplace,2020-11-16,2020-11-16,False
C00921,Customer 00921,Consumer,LOC06,Retail Store,2024-01-03,2024-03-10,True
C00922,Customer 00922,Consumer,LOC05,Online,2021-12-03,2021-12-03,False
C00923,Customer 00923,Consumer,LOC03,Marketplace,2024-01-09,2024-10-02,True
C00924,Customer 00924,Small Business,LOC01,Online,2020-08-20,2020-08-20,False
C00925,Customer 00925,Consumer,LOC06,Online,2022-04-17,2022-04-17,False
C00926,Customer 00926,Consumer,LOC01,Online,2024-01-06,2024-06-11,True
C00927,Customer 00927,Consumer,LOC05,Online,2020-03-26,2020-03-26,False
C00928,Customer 00928,Enterprise,LOC05,Marketplace,2021-04-22,2021-04-22,False
C00929,Customer 00929,Consumer,LOC02,Marketplace,2020-05-30,2020-05-30,False
C00930,Customer 00930,Consumer,LOC05,Marketplace,2021-08-01,2021-08-01,False
C00931,Customer 00931,Consumer,LOC02,Online,2021-12-03,2021-12-03,False
C00932,Customer 00932,Consumer,LOC02,Marketplace,2023-01-19,2023-01-19,False
C00933,Customer 00933,Enterprise,LOC05,Online,2021-04-08,2021-04-08,False
C00934,Customer 00934,Consumer,LOC06,Online,2020-10-12,2020-10-12,False
C00935,Customer 00935,Consumer,LOC02,Online,2020-11-01,2020-11-01,False
C00936,Customer 00936,Consumer,LOC06,Marketplace,2024-01-02,2024-08-16,True
C00937,Customer 00937,Consumer,LOC06,Retail Store,2024-01-04,2024-09-11,True
C00938,Customer 00938,Small Business,LOC05,Online,2021-02-02,2021-02-02,False
C00939,Customer 00939,Consumer,LOC01,Marketplace,2020-12-17,2020-12-17,False
C00940,Customer 00940,Consumer,LOC02,Marketplace,2020-04-07,2020-04-07,False
C00941,Customer 00941,Small Business,LOC05,Retail Store,2024-01-01,2024-09-22,True
C00942,Customer 00942,Small Business,LOC06,Online,2023-06-25,2023-06-25,False
C00943,Customer 00943,Consumer,LOC05,Marketplace,2023-10-01,2023-10-01,False
C00944,Customer 00944,Consumer,LOC03,Marketplace,2021-06-07,2021-06-07,False
C00945,Customer 00945,Consumer,LOC02,Retail Store,2023-02-27,2023-02-27,False
C00946,Customer 00946,Consumer,LOC06,Online,2020-04-17,2020-04-17,False
C00947,Customer 00947,Consumer,LOC02,Retail Store,2023-05-01,2023-05-01,False
C00948,Customer 00948,Consumer,LOC03,Online,2022-11-09,2022-11-09,False
C00949,Customer 00949,Small Business,LOC06,Retail Store,2021-08-19,2021-08-19,False
C00950,Customer 00950,Small Business,LOC04,Online,2023-07-02,2023-07-02,False
C00951,Customer 00951,Small Business,LOC02,Online,2023-03-09,2023-03-09,False
C00952,Customer 00952,Enterprise,LOC01,Online,2022-03-01,2022-03-01,False
C00953,Customer 00953,Consumer,LOC03,Online,2020-12-02,2020-12-02,False
C00954,Customer 00954,Small Business,LOC06,Online,2020-02-12,2020-02-12,False
C00955,Customer 00955,Small Business,LOC03,Online,2024-01-03,2024-08-14,True
C00956,Customer 00956,Consumer,LOC05,Online,2021-05-21,2021-05-21,False
C00957,Customer 00957,Consumer,LOC02,Online,2021-06-27,2021-06-27,False
C00958,Customer 00958,Consumer,LOC05,Marketplace,2023-05-10,2023-05-10,False
C00959,Customer 00959,Consumer,LOC05,Retail Store,2021-04-04,2021-04-04,False
C00960,Customer 00960,Consumer,LOC04,Marketplace,2021-11-07,2021-11-07,False
C00961,Customer 00961,Consumer,LOC05,Online,2023-07-04,2023-07-04,False
C00962,Customer 00962,Consumer,LOC04,Online,2022-12-07,2022-12-07,False
C00963,Customer 00963,Consumer,LOC03,Retail Store,2023-03-27,2023-03-27,False
C00964,Customer 00964,Consumer,LOC05,Online,2020-01-09,2020-01-09,False
C00965,Customer 00965,Small Business,LOC06,Online,2022-03-23,2022-03-23,False
C00966,Customer 00966,Small Business,LOC06,Retail Store,2022-05-05,2022-05-05,False
C00967,Customer 00967,Consumer,LOC02,Retail Store,2023-02-12,2023-02-12,False
C00968,Customer 00968,Consumer,LOC05,Online,2020-09-29,2020-09-29,False
C00969,Customer 00969,Consumer,LOC01,Marketplace,2020-10-14,2020-10-14,False
C00970,Customer 00970,Small Business,LOC04,Online,2023-10-04,2023-10-04,False
C00971,Customer 00971,Small Business,LOC04,Marketplace,2023-04-26,2023-04-26,False
C00972,Customer 00972,Consumer,LOC03,Online,2023-12-31,2023-12-31,False
C00973,Customer 00973,Small Business,LOC06,Online,2021-05-02,2021-05-02,False
C00974,Customer 00974,Consumer,LOC06,Marketplace,2024-01-13,2024-11-30,True
C00975,Customer 00975,Consumer,LOC01,Online,2021-05-06,2021-05-06,False
C00976,Customer 00976,Enterprise,LOC02,Marketplace,2023-03-17,2023-03-17,False
C00977,Customer 00977,Consumer,LOC02,Online,2020-10-18,2020-10-18,False
C00978,Customer 00978,Consumer,LOC06,Retail Store,2024-01-03,2024-07-11,True
C00979,Customer 00979,Consumer,LOC04,Retail Store,2021-08-21,2021-08-21,False
C00980,Customer 00980,Consumer,LOC05,Online,2023-12-15,2023-12-15,False
C00981,Customer 00981,Small Business,LOC05,Marketplace,2021-08-19,2021-08-19,False
C00982,Customer 00982,Enterprise,LOC05,Online,2023-11-24,2023-11-24,False
C00983,Customer 00983,Consumer,LOC01,Online,2022-03-28,2022-03-28,False
C00984,Customer 00984,Consumer,LOC01,Online,2020-04-22,2020-04-22,False
C00985,Customer 00985,Small Business,LOC03,Retail Store,2020-12-08,2020-12-08,False
C00986,Customer 00986,Consumer,LOC03,Retail Store,2023-05-15,2023-05-15,False
C00987,Customer 00987,Small Business,LOC05,Retail Store,2020-12-13,2020-12-13,False
C00988,Customer 00988,Consumer,LOC01,Retail Store,2021-05-10,2021-05-10,False
C00989,Customer 00989,Consumer,LOC03,Retail Store,2022-09-02,2022-09-02,False
C00990,Customer 00990,Small Business,LOC02,Online,2021-03-31,2021-03-31,False
C00991,Customer 00991,Consumer,LOC02,Retail Store,2020-08-19,2020-08-19,False
C00992,Customer 00992,Consumer,LOC02,Marketplace,2023-01-28,2023-01-28,False
C00993,Customer 00993,Consumer,LOC02,Online,2023-05-25,2023-05-25,False
C00994,Customer 00994,Consumer,LOC04,Marketplace,2023-08-12,2023-08-12,False
C00995,Customer 00995,Consumer,LOC03,Online,2024-01-04,2024-08-26,True
C00996,Customer 00996,Consumer,LOC03,Online,2020-08-12,2020-08-12,False
C00997,Customer 00997,Enterprise,LOC03,Online,2022-02-07,2022-02-07,False
C00998,Customer 00998,Enterprise,LOC05,Online,2021-02-25,2021-02-25,False
C00999,Customer 00999,Consumer,LOC06,Online,2024-01-05,2024-06-09,True
C01000,Customer 01000,Consumer,LOC04,Retail Store,2022-08-29,2022-08-29,False
