Customer_ID,Customer_Name,Customer_Type,Location_ID,Sales_Channel,Customer_Since
C00861,Customer 00861,Consumer,LOC06,Retail Store,2021-03-16
C00862,Customer 00862,Small Business,LOC05,Retail Store,2020-10-23
C00863,Customer 00863,Consumer,LOC06,Online,2024-05-08
C00864,Customer 00864,Consumer,LOC04,Marketplace,2021-07-29
C00865,Customer 00865,Consumer,LOC05,Online,2021-11-04
C00866,Customer 00866,Enterprise,LOC03,Retail Store,2020-05-07
C00867,Customer 00867,Consumer,LOC03,Online,2022-03-13
C00868,Customer 00868,Consumer,LOC05,Online,2024-07-03
C00869,Customer 00869,Consumer,LOC01,Marketplace,2022-01-07
C00870,Customer 00870,Consumer,LOC05,Retail Store,2023-03-18
C00871,Customer 00871,Consumer,LOC01,Retail Store,2020-11-23
C00872,Customer 00872,Consumer,LOC04,Online,2020-09-14
C00873,Customer 00873,Consumer,LOC03,Online,2023-08-09
C00874,Customer 00874,Small Business,LOC03,Retail Store,2020-04-28
C00875,Customer 00875,Consumer,LOC03,Retail Store,2022-03-18
C00876,Customer 00876,Consumer,LOC03,Online,2021-07-24
C00877,Customer 00877,Consumer,LOC03,Marketplace,2020-01-30
C00878,Customer 00878,Consumer,LOC03,Online,2022-08-14
C00879,Customer 00879,Consumer,LOC04,Online,2024-10-01
C00880,Customer 00880,Consumer,LOC05,Online,2020-05-04
C00881,Customer 00881,Enterprise,LOC04,Online,2024-01-08
C00882,Customer 00882,Consumer,LOC04,Online,2022-08-28
C00883,Customer 00883,Consumer,LOC06,Retail Store,2023-07-26
C00884,Customer 00884,Consumer,LOC06,Online,2020-06-22
C00885,Customer 00885,Small Business,LOC01,Online,2024-04-13
C00886,Customer 00886,Consumer,LOC05,Online,2020-01-21
C00887,Customer 00887,Consumer,LOC02,Online,2024-06-20
C00888,Customer 00888,Small Business,LOC02,Online,2023-03-30
C00889,Customer 00889,Consumer,LOC05,Marketplace,2021-08-30
C00890,Customer 00890,Enterprise,LOC01,Online,2020-01-13
C00891,Customer 00891,Consumer,LOC06,Marketplace,2023-01-04
C00892,Customer 00892,Consumer,LOC05,Retail Store,2020-06-06
C00893,Customer 00893,Consumer,LOC06,Online,2022-12-31
C00894,Customer 00894,Small Business,LOC05,Retail Store,2023-10-23
C00895,Customer 00895,Consumer,LOC06,Retail Store,2021-04-26
C00896,Customer 00896,Consumer,LOC01,Retail Store,2021-03-05
C00897,Customer 00897,Consumer,LOC06,Marketplace,2021-02-03
C00898,Customer 00898,Consumer,LOC01,Marketplace,2021-02-08
C00899,Customer 00899,Consumer,LOC02,Marketplace,2020-07-24
C00900,Customer 00900,Consumer,LOC01,Marketplace,2021-03-25
C00901,Customer 00901,Small Business,LOC03,Online,2023-04-01
C00902,Customer 00902,Consumer,LOC05,Retail Store,2021-06-28
C00903,Customer 00903,Consumer,LOC02,Marketplace,2023-11-06
C00904,Customer 00904,Consumer,LOC05,Marketplace,2024-01-14
C00905,Customer 00905,Consumer,LOC04,Online,2023-10-01
C00906,Customer 00906,Consumer,LOC04,Online,2022-08-29
C00907,Customer 00907,Consumer,LOC06,Online,2021-07-23
C00908,Customer 00908,Consumer,LOC03,Online,2024-07-31
C00909,Customer 00909,Consumer,LOC03,Online,2021-01-04
C00910,Customer 00910,Consumer,LOC06,Online,2022-04-16
C00911,Customer 00911,Consumer,LOC04,Online,2022-03-27
C00912,Customer 00912,Consumer,LOC04,Online,2023-09-04
C00913,Customer 00913,Consumer,LOC02,Online,2022-09-11
C00914,Customer 00914,Consumer,LOC02,Retail Store,2023-12-10
C00915,Customer 00915,Small Business,LOC02,Online,2024-07-12
C00916,Customer 00916,Small Business,LOC02,Online,2021-12-04
C00917,Customer 00917,Consumer,LOC02,Online,2024-04-23
C00918,Customer 00918,Consumer,LOC05,Online,2020-11-01
C00919,Customer 00919,Consumer,LOC01,Online,2024-07-06
C00920,Customer 00920,Consumer,LOC04,Marketplace,2020-11-16
C00921,Customer 00921,Consumer,LOC06,Retail Store,2024-03-10
C00922,Customer 00922,Consumer,LOC05,Online,2021-12-03
C00923,Customer 00923,Consumer,LOC03,Marketplace,2024-10-02
C00924,Customer 00924,Small Business,LOC01,Online,2020-08-20
C00925,Customer 00925,Consumer,LOC06,Online,2022-04-17
C00926,Customer 00926,Consumer,LOC01,Online,2024-06-11
C00927,Customer 00927,Consumer,LOC05,Online,2020-03-26
C00928,Customer 00928,Enterprise,LOC05,Marketplace,2021-04-22
C00929,Customer 00929,Consumer,LOC02,Marketplace,2020-05-30
C00930,Customer 00930,Consumer,LOC05,Marketplace,2021-08-01
C00931,Customer 00931,Consumer,LOC02,Online,2021-12-03
C00932,Customer 00932,Consumer,LOC02,Marketplace,2023-01-19
C00933,Customer 00933,Enterprise,LOC05,Online,2021-04-08
C00934,Customer 00934,Consumer,LOC06,Online,2020-10-12
C00935,Customer 00935,Consumer,LOC02,Online,2020-11-01
C00936,Customer 00936,Consumer,LOC06,Marketplace,2024-08-16
C00937,Customer 00937,Consumer,LOC06,Retail Store,2024-09-11
C00938,Customer 00938,Small Business,LOC05,Online,2021-02-02
C00939,Customer 00939,Consumer,LOC01,Marketplace,2020-12-17
C00940,Customer 00940,Consumer,LOC02,Marketplace,2020-04-07
C00941,Customer 00941,Small Business,LOC05,Retail Store,2024-09-22
C00942,Customer 00942,Small Business,LOC06,Online,2023-06-25
C00943,Customer 00943,Consumer,LOC05,Marketplace,2023-10-01
C00944,Customer 00944,Consumer,LOC03,Marketplace,2021-06-07
C00945,Customer 00945,Consumer,LOC02,Retail Store,2023-02-27
C00946,Customer 00946,Consumer,LOC06,Online,2020-04-17
C00947,Customer 00947,Consumer,LOC02,Retail Store,2023-05-01
C00948,Customer 00948,Consumer,LOC03,Online,2022-11-09
C00949,Customer 00949,Small Business,LOC06,Retail Store,2021-08-19
C00950,Customer 00950,Small Business,LOC04,Online,2023-07-02
C00951,Customer 00951,Small Business,LOC02,Online,2023-03-09
C00952,Customer 00952,Enterprise,LOC01,Online,2022-03-01
C00953,Customer 00953,Consumer,LOC03,Online,2020-12-02
C00954,Customer 00954,Small Business,LOC06,Online,2020-02-12
C00955,Customer 00955,Small Business,LOC03,Online,2024-08-14
C00956,Customer 00956,Consumer,LOC05,Online,2021-05-21
C00957,Customer 00957,Consumer,LOC02,Online,2021-06-27
C00958,Customer 00958,Consumer,LOC05,Marketplace,2023-05-10
C00959,Customer 00959,Consumer,LOC05,Retail Store,2021-04-04
C00960,Customer 00960,Consumer,LOC04,Marketplace,2021-11-07
C00961,Customer 00961,Consumer,LOC05,Online,2023-07-04
C00962,Customer 00962,Consumer,LOC04,Online,2022-12-07
C00963,Customer 00963,Consumer,LOC03,Retail Store,2023-03-27
C00964,Customer 00964,Consumer,LOC05,Online,2020-01-09
C00965,Customer 00965,Small Business,LOC06,Online,2022-03-23
C00966,Customer 00966,Small Business,LOC06,Retail Store,2022-05-05
C00967,Customer 00967,Consumer,LOC02,Retail Store,2023-02-12
C00968,Customer 00968,Consumer,LOC05,Online,2020-09-29
C00969,Customer 00969,Consumer,LOC01,Marketplace,2020-10-14
C00970,Customer 00970,Small Business,LOC04,Online,2023-10-04
C00971,Customer 00971,Small Business,LOC04,Marketplace,2023-04-26
C00972,Customer 00972,Consumer,LOC03,Online,2023-12-31
C00973,Customer 00973,Small Business,LOC06,Online,2021-05-02
C00974,Customer 00974,Consumer,LOC06,Marketplace,2024-11-30
C00975,Customer 00975,Consumer,LOC01,Online,2021-05-06
C00976,Customer 00976,Enterprise,LOC02,Marketplace,2023-03-17
C00977,Customer 00977,Consumer,LOC02,Online,2020-10-18
C00978,Customer 00978,Consumer,LOC06,Retail Store,2024-07-11
C00979,Customer 00979,Consumer,LOC04,Retail Store,2021-08-21
C00980,Customer 00980,Consumer,LOC05,Online,2023-12-15
C00981,Customer 00981,Small Business,LOC05,Marketplace,2021-08-19
C00982,Customer 00982,Enterprise,LOC05,Online,2023-11-24
C00983,Customer 00983,Consumer,LOC01,Online,2022-03-28
C00984,Customer 00984,Consumer,LOC01,Online,2020-04-22
C00985,Customer 00985,Small Business,LOC03,Retail Store,2020-12-08
C00986,Customer 00986,Consumer,LOC03,Retail Store,2023-05-15
C00987,Customer 00987,Small Business,LOC05,Retail Store,2020-12-13
C00988,Customer 00988,Consumer,LOC01,Retail Store,2021-05-10
C00989,Customer 00989,Consumer,LOC03,Retail Store,2022-09-02
C00990,Customer 00990,Small Business,LOC02,Online,2021-03-31
C00991,Customer 00991,Consumer,LOC02,Retail Store,2020-08-19
C00992,Customer 00992,Consumer,LOC02,Marketplace,2023-01-28
C00993,Customer 00993,Consumer,LOC02,Online,2023-05-25
C00994,Customer 00994,Consumer,LOC04,Marketplace,2023-08-12
C00995,Customer 00995,Consumer,LOC03,Online,2024-08-26
C00996,Customer 00996,Consumer,LOC03,Online,2020-08-12
C00997,Customer 00997,Enterprise,LOC03,Online,2022-02-07
C00998,Customer 00998,Enterprise,LOC05,Online,2021-02-25
C00999,Customer 00999,Consumer,LOC06,Online,2024-06-09
C01000,Customer 01000,Consumer,LOC04,Retail Store,2022-08-29
