Return_ID,Order_ID,Product_ID,Customer_ID,Warehouse_ID,Return_Date,Returned_Qty,Return_Reason,Refund_Value
RET0004164,ORD00084742,P0019,C00689,WH03,2025-03-23,1,Damaged,2482.42
RET0004165,ORD00084772,P0025,C00368,WH03,2025-03-12,1,Customer Changed Mind,1786.4
RET0004166,ORD00084785,P0028,C00332,WH01,2025-03-25,2,Quality Issue,8609.9
RET0004167,ORD00084793,P0029,C00264,WH04,2025-03-11,2,Quality Issue,8821.7
RET0004168,ORD00084794,P0029,C00650,WH05,2025-03-11,1,Damaged,3946.55
RET0004169,ORD00084813,P0033,C00691,WH04,2025-03-26,1,Damaged,2427.58
RET0004170,ORD00084841,P0039,C00765,WH02,2025-03-12,2,Damaged,1311.52
RET0004171,ORD00084865,P0004,C00371,WH01,2025-03-17,1,Late Delivery,2227.7
RET0004172,ORD00084872,P0005,C00118,WH03,2025-03-22,1,Customer Changed Mind,1650.77
RET0004173,ORD00084896,P0010,C00167,WH03,2025-03-11,1,Late Delivery,3389.41
RET0004174,ORD00084900,P0011,C00169,WH02,2025-03-12,1,Quality Issue,746.61
RET0004175,ORD00084906,P0012,C00753,WH03,2025-03-22,1,Customer Changed Mind,3089.32
RET0004176,ORD00084910,P0013,C00094,WH02,2025-03-19,1,Damaged,3505.85
RET0004177,ORD00084947,P0020,C00658,WH04,2025-03-11,2,Customer Changed Mind,5765.97
RET0004178,ORD00084948,P0020,C00877,WH05,2025-03-25,1,Late Delivery,2882.98
RET0004179,ORD00084967,P0024,C00935,WH04,2025-03-20,1,Customer Changed Mind,889.43
RET0004180,ORD00084975,P0026,C00527,WH02,2025-03-17,1,Wrong Product,2721.64
RET0004181,ORD00085006,P0032,C00857,WH03,2025-03-14,2,Customer Changed Mind,4120.24
RET0004182,ORD00085011,P0033,C00047,WH03,2025-03-15,1,Quality Issue,2555.35
RET0004183,ORD00085016,P0034,C00686,WH03,2025-03-24,1,Customer Changed Mind,3907.26
RET0004184,ORD00085034,P0038,C00653,WH01,2025-03-14,1,Damaged,2272.63
RET0004185,ORD00085063,P0003,C00466,WH05,2025-03-26,1,Wrong Product,1220.29
RET0004186,ORD00085085,P0008,C00046,WH03,2025-03-23,1,Wrong Product,920.25
RET0004187,ORD00085093,P0010,C00202,WH01,2025-03-21,2,Quality Issue,7135.6
RET0004188,ORD00085114,P0014,C00199,WH02,2025-03-18,1,Quality Issue,2634.32
RET0004189,ORD00085157,P0022,C00066,WH05,2025-03-20,1,Quality Issue,611.26
RET0004190,ORD00085261,P0003,C00757,WH04,2025-03-26,1,Damaged,1183.68
RET0004191,ORD00085273,P0006,C00526,WH01,2025-03-24,1,Quality Issue,3441.75
RET0004192,ORD00085292,P0010,C00495,WH01,2025-03-24,2,Customer Changed Mind,7135.6
RET0004193,ORD00085332,P0018,C00098,WH01,2025-03-18,2,Damaged,2732.62
RET0004194,ORD00085361,P0024,C00100,WH02,2025-03-14,2,Wrong Product,1725.49
RET0004195,ORD00085380,P0028,C00334,WH01,2025-03-14,1,Quality Issue,4304.95
RET0004196,ORD00085445,P0001,C00097,WH01,2025-03-19,2,Damaged,3416.56
RET0004197,ORD00085470,P0006,C00923,WH01,2025-03-31,1,Quality Issue,3260.6
RET0004198,ORD00085472,P0006,C00322,WH03,2025-03-31,1,Wrong Product,3260.6
RET0004199,ORD00085473,P0006,C00325,WH04,2025-03-18,1,Quality Issue,3622.89
RET0004200,ORD00085515,P0015,C00036,WH01,2025-03-23,1,Quality Issue,325.37
RET0004201,ORD00085522,P0016,C00573,WH03,2025-03-19,2,Quality Issue,2220.88
RET0004202,ORD00085523,P0016,C00759,WH04,2025-03-23,2,Wrong Product,2109.84
RET0004203,ORD00085524,P0016,C00731,WH05,2025-03-28,2,Quality Issue,2220.88
RET0004204,ORD00085525,P0017,C00485,WH01,2025-03-19,1,Customer Changed Mind,1114.83
RET0004205,ORD00085530,P0018,C00548,WH01,2025-03-30,1,Customer Changed Mind,1229.68
RET0004206,ORD00085548,P0021,C00634,WH04,2025-03-15,2,Customer Changed Mind,1681.82
RET0004207,ORD00085572,P0026,C00099,WH03,2025-03-28,2,Quality Issue,5729.76
RET0004208,ORD00085635,P0039,C00125,WH01,2025-03-28,2,Quality Issue,1311.52
RET0004209,ORD00085641,P0040,C00547,WH02,2025-03-24,2,Damaged,1719.64
RET0004210,ORD00085763,P0024,C00904,WH05,2025-03-23,2,Quality Issue,1778.86
RET0004211,ORD00085769,P0026,C00792,WH01,2025-03-26,1,Customer Changed Mind,2778.93
RET0004212,ORD00085831,P0038,C00984,WH03,2025-03-24,1,Damaged,2272.63
RET0004213,ORD00085865,P0005,C00104,WH03,2025-03-16,1,Damaged,1485.69
RET0004214,ORD00085877,P0007,C00809,WH05,2025-04-02,2,Quality Issue,5913.24
RET0004215,ORD00085903,P0013,C00841,WH01,2025-03-28,2,Damaged,6867.13
RET0004216,ORD00085924,P0017,C00375,WH02,2025-03-29,1,Quality Issue,1081.39
RET0004217,ORD00085947,P0021,C00248,WH05,2025-03-24,2,Customer Changed Mind,1513.64
RET0004218,ORD00086000,P0032,C00096,WH03,2025-03-16,1,Quality Issue,1998.32
RET0004219,ORD00086016,P0035,C00721,WH05,2025-03-31,2,Late Delivery,4251.14
RET0004220,ORD00086028,P0038,C00696,WH02,2025-03-30,2,Customer Changed Mind,4545.26
RET0004221,ORD00086039,P0040,C00810,WH04,2025-03-22,2,Quality Issue,2023.1
RET0004222,ORD00086041,P0001,C00616,WH01,2025-03-31,1,Quality Issue,1798.19
RET0004223,ORD00086066,P0006,C00716,WH01,2025-03-17,1,Quality Issue,3622.89
RET0004224,ORD00086069,P0006,C00121,WH04,2025-03-28,1,Quality Issue,3622.89
RET0004225,ORD00086081,P0009,C00742,WH01,2025-03-27,1,Quality Issue,3111.26
RET0004226,ORD00086085,P0009,C00011,WH05,2025-03-25,1,Wrong Product,3111.26
RET0004227,ORD00086090,P0010,C00609,WH05,2025-04-02,1,Customer Changed Mind,3567.8
RET0004228,ORD00086097,P0012,C00999,WH02,2025-04-03,2,Quality Issue,5993.28
RET0004229,ORD00086112,P0015,C00331,WH02,2025-03-23,1,Damaged,292.83
RET0004230,ORD00086118,P0016,C00506,WH03,2025-03-26,2,Quality Issue,1887.75
RET0004231,ORD00086168,P0026,C00664,WH03,2025-03-29,2,Late Delivery,5557.87
RET0004232,ORD00086196,P0032,C00460,WH01,2025-03-19,2,Quality Issue,4120.24
RET0004233,ORD00086199,P0032,C00459,WH04,2025-03-28,1,Customer Changed Mind,2060.12
RET0004234,ORD00086200,P0032,C00028,WH05,2025-04-02,1,Customer Changed Mind,1854.11
RET0004235,ORD00086202,P0033,C00863,WH02,2025-03-25,1,Quality Issue,2427.58
RET0004236,ORD00086247,P0002,C00162,WH02,2025-03-20,1,Quality Issue,950.45
RET0004237,ORD00086248,P0002,C00386,WH03,2025-03-31,1,Damaged,950.45
RET0004238,ORD00086250,P0002,C00292,WH05,2025-03-25,2,Wrong Product,1900.9
RET0004239,ORD00086256,P0004,C00187,WH01,2025-03-30,2,Damaged,4455.4
RET0004240,ORD00086272,P0007,C00111,WH03,2025-04-01,1,Customer Changed Mind,2956.62
RET0004241,ORD00086277,P0008,C00234,WH03,2025-03-28,1,Customer Changed Mind,939.62
RET0004242,ORD00086279,P0008,C00630,WH05,2025-03-25,2,Wrong Product,1937.36
RET0004243,ORD00086307,P0014,C00808,WH03,2025-03-26,1,Damaged,2634.32
RET0004244,ORD00086318,P0016,C00561,WH04,2025-03-27,1,Damaged,1077.13
RET0004245,ORD00086358,P0024,C00258,WH04,2025-03-22,2,Customer Changed Mind,1600.97
RET0004246,ORD00086366,P0026,C00823,WH02,2025-04-04,2,Quality Issue,5729.76
RET0004247,ORD00086378,P0028,C00440,WH04,2025-03-18,1,Wrong Product,4304.95
RET0004248,ORD00086392,P0031,C00792,WH03,2025-04-03,2,Quality Issue,1320.96
RET0004249,ORD00086403,P0033,C00062,WH04,2025-04-01,2,Quality Issue,4855.16
RET0004250,ORD00086404,P0033,C00616,WH05,2025-03-23,2,Wrong Product,4599.63
RET0004251,ORD00086408,P0034,C00943,WH05,2025-04-02,2,Damaged,8225.82
RET0004252,ORD00086420,P0037,C00328,WH02,2025-03-18,1,Quality Issue,1836.09
RET0004253,ORD00086451,P0003,C00975,WH03,2025-03-27,2,Quality Issue,2440.58
RET0004254,ORD00086453,P0003,C00825,WH05,2025-04-02,2,Damaged,2318.55
RET0004255,ORD00086459,P0005,C00228,WH01,2025-03-25,1,Wrong Product,1403.15
RET0004256,ORD00086542,P0021,C00976,WH05,2025-04-04,1,Quality Issue,798.86
RET0004257,ORD00086610,P0035,C00155,WH04,2025-04-05,1,Quality Issue,2125.57
RET0004258,ORD00086616,P0036,C00796,WH05,2025-03-20,1,Damaged,2814.51
RET0004259,ORD00086626,P0038,C00868,WH05,2025-03-23,1,Late Delivery,2204.45
RET0004260,ORD00086630,P0039,C00156,WH04,2025-04-02,1,Quality Issue,622.97
RET0004261,ORD00086659,P0005,C00736,WH03,2025-04-05,1,Late Delivery,1601.25
RET0004262,ORD00086665,P0006,C00759,WH04,2025-03-31,1,Wrong Product,3514.2
RET0004263,ORD00086673,P0008,C00389,WH02,2025-03-25,2,Quality Issue,1937.36
RET0004264,ORD00086683,P0010,C00654,WH03,2025-03-30,1,Wrong Product,3389.41
RET0004265,ORD00086687,P0011,C00227,WH02,2025-03-26,1,Customer Changed Mind,746.61
RET0004266,ORD00086689,P0011,C00016,WH04,2025-03-28,1,Damaged,746.61
RET0004267,ORD00086691,P0012,C00553,WH01,2025-03-22,2,Damaged,5869.71
RET0004268,ORD00086696,P0013,C00242,WH02,2025-04-06,1,Wrong Product,3433.57
RET0004269,ORD00086715,P0017,C00753,WH01,2025-04-05,2,Customer Changed Mind,2229.66
RET0004270,ORD00086727,P0019,C00382,WH03,2025-03-26,2,Customer Changed Mind,5350.99
RET0004271,ORD00086731,P0020,C00134,WH02,2025-04-06,1,Late Delivery,3034.72
RET0004272,ORD00086743,P0022,C00051,WH04,2025-03-30,2,Damaged,1161.39
RET0004273,ORD00086768,P0027,C00049,WH04,2025-04-01,1,Wrong Product,769.37
RET0004274,ORD00086769,P0027,C00969,WH05,2025-04-03,2,Wrong Product,1461.8
RET0004275,ORD00086770,P0028,C00313,WH01,2025-04-06,1,Quality Issue,4089.7
RET0004276,ORD00086781,P0030,C00715,WH02,2025-03-29,2,Quality Issue,6572.08
RET0004277,ORD00086794,P0032,C00164,WH05,2025-03-22,2,Damaged,3708.22
RET0004278,ORD00086818,P0037,C00938,WH04,2025-03-29,1,Wrong Product,1836.09
RET0004279,ORD00086849,P0004,C00063,WH01,2025-03-29,1,Quality Issue,2116.31
RET0004280,ORD00086861,P0006,C00702,WH03,2025-04-02,2,Customer Changed Mind,6521.2
RET0004281,ORD00086894,P0013,C00470,WH02,2025-03-24,2,Quality Issue,7228.56
RET0004282,ORD00086911,P0016,C00612,WH04,2025-04-07,2,Damaged,2220.88
RET0004283,ORD00086914,P0017,C00585,WH02,2025-03-21,1,Customer Changed Mind,1003.35
RET0004284,ORD00086938,P0022,C00081,WH01,2025-04-04,1,Quality Issue,611.26
RET0004285,ORD00086946,P0023,C00641,WH04,2025-04-01,1,Wrong Product,807.76
RET0004286,ORD00086958,P0026,C00634,WH02,2025-04-01,1,Quality Issue,2864.88
RET0004287,ORD00086979,P0030,C00413,WH03,2025-03-24,1,Wrong Product,3286.04
RET0004288,ORD00086999,P0034,C00768,WH05,2025-04-05,1,Quality Issue,3907.26
RET0004289,ORD00087015,P0038,C00324,WH01,2025-04-05,1,Late Delivery,2159.0
RET0004290,ORD00087016,P0038,C00454,WH02,2025-04-07,1,Customer Changed Mind,2272.63
RET0004291,ORD00087050,P0005,C00001,WH01,2025-04-02,2,Quality Issue,3301.54
RET0004292,ORD00087067,P0008,C00189,WH05,2025-04-02,2,Quality Issue,1840.49
RET0004293,ORD00087072,P0009,C00645,WH05,2025-04-08,2,Quality Issue,6222.51
RET0004294,ORD00087089,P0013,C00658,WH03,2025-03-29,2,Damaged,7228.56
RET0004295,ORD00087096,P0014,C00333,WH05,2025-04-08,1,Wrong Product,2555.29
RET0004296,ORD00087140,P0023,C00455,WH04,2025-04-06,2,Damaged,1795.02
RET0004297,ORD00087146,P0024,C00521,WH05,2025-03-26,1,Damaged,889.43
RET0004298,ORD00087153,P0026,C00601,WH02,2025-04-07,2,Damaged,5729.76
RET0004299,ORD00087155,P0026,C00878,WH04,2025-03-25,2,Damaged,5443.27
RET0004300,ORD00087163,P0028,C00900,WH02,2025-03-26,2,Customer Changed Mind,7748.91
RET0004301,ORD00087186,P0033,C00933,WH01,2025-04-06,2,Damaged,4957.38
RET0004302,ORD00087196,P0035,C00328,WH01,2025-03-27,1,Customer Changed Mind,2125.57
RET0004303,ORD00087228,P0001,C00980,WH03,2025-03-30,1,Late Delivery,1618.37
RET0004304,ORD00087271,P0010,C00542,WH02,2025-04-07,1,Damaged,3389.41
RET0004305,ORD00087273,P0010,C00149,WH04,2025-03-30,1,Quality Issue,3567.8
RET0004306,ORD00087298,P0015,C00013,WH04,2025-03-27,1,Quality Issue,309.1
RET0004307,ORD00087314,P0018,C00913,WH05,2025-04-08,1,Damaged,1161.36
RET0004308,ORD00087348,P0025,C00017,WH04,2025-03-29,2,Damaged,3215.52
RET0004309,ORD00087351,P0026,C00528,WH02,2025-03-26,2,Late Delivery,5729.76
RET0004310,ORD00087364,P0028,C00702,WH05,2025-03-25,1,Customer Changed Mind,4304.95
RET0004311,ORD00087390,P0034,C00176,WH02,2025-03-23,2,Damaged,7403.24
RET0004312,ORD00087406,P0037,C00386,WH03,2025-03-27,1,Customer Changed Mind,1836.09
RET0004313,ORD00087422,P0040,C00865,WH05,2025-04-01,2,Quality Issue,1820.79
RET0004314,ORD00087460,P0008,C00640,WH04,2025-04-04,1,Wrong Product,968.68
RET0004315,ORD00087475,P0011,C00913,WH04,2025-04-08,2,Quality Issue,1493.22
RET0004316,ORD00087529,P0022,C00415,WH04,2025-03-24,2,Customer Changed Mind,1100.27
RET0004317,ORD00087552,P0027,C00181,WH03,2025-04-03,1,Late Delivery,769.37
RET0004318,ORD00087582,P0033,C00994,WH03,2025-04-04,1,Customer Changed Mind,2427.58
RET0004319,ORD00087629,P0003,C00542,WH01,2025-04-03,2,Wrong Product,2440.58
RET0004320,ORD00087632,P0003,C00676,WH04,2025-03-28,1,Damaged,1220.29
RET0004321,ORD00087646,P0006,C00403,WH03,2025-03-28,1,Wrong Product,3622.89
RET0004322,ORD00087657,P0008,C00209,WH04,2025-03-27,1,Damaged,968.68
RET0004323,ORD00087671,P0011,C00183,WH03,2025-03-28,1,Customer Changed Mind,746.61
RET0004324,ORD00087692,P0015,C00258,WH04,2025-04-03,2,Quality Issue,650.74
RET0004325,ORD00087716,P0020,C00389,WH03,2025-03-29,2,Quality Issue,6069.44
RET0004326,ORD00087749,P0027,C00614,WH01,2025-04-09,1,Damaged,730.9
RET0004327,ORD00087754,P0028,C00896,WH01,2025-03-26,2,Quality Issue,8609.9
RET0004328,ORD00087778,P0032,C00145,WH05,2025-04-10,1,Customer Changed Mind,2060.12
RET0004329,ORD00087784,P0034,C00305,WH01,2025-04-07,1,Wrong Product,3907.26
RET0004330,ORD00087830,P0003,C00937,WH03,2025-03-27,1,Late Delivery,1183.68
RET0004331,ORD00087865,P0010,C00641,WH04,2025-03-27,2,Quality Issue,6065.26
RET0004332,ORD00087899,P0017,C00050,WH03,2025-03-30,1,Late Delivery,1114.83
RET0004333,ORD00087911,P0019,C00178,WH05,2025-03-27,2,Quality Issue,5516.48
RET0004334,ORD00087955,P0028,C00484,WH04,2025-04-12,1,Damaged,4175.8
RET0004335,ORD00087989,P0035,C00571,WH03,2025-03-27,2,Wrong Product,4251.14
RET0004336,ORD00088000,P0037,C00791,WH04,2025-04-12,1,Quality Issue,1836.09
RET0004337,ORD00088014,P0040,C00120,WH03,2025-04-08,1,Quality Issue,981.2
RET0004338,ORD00088056,P0009,C00714,WH01,2025-04-11,1,Quality Issue,3207.48
RET0004339,ORD00088058,P0009,C00141,WH03,2025-03-29,2,Damaged,6414.96
RET0004340,ORD00088060,P0009,C00437,WH05,2025-04-03,2,Wrong Product,5773.46
RET0004341,ORD00088062,P0010,C00307,WH02,2025-03-30,2,Quality Issue,6422.04
RET0004342,ORD00088064,P0010,C00044,WH04,2025-03-31,2,Quality Issue,6921.53
RET0004343,ORD00088097,P0017,C00106,WH02,2025-04-13,1,Damaged,1081.39
RET0004344,ORD00088164,P0031,C00520,WH01,2025-03-28,1,Quality Issue,594.43
RET0004345,ORD00088169,P0032,C00337,WH01,2025-04-07,1,Customer Changed Mind,1957.11
RET0004346,ORD00088241,P0007,C00568,WH01,2025-04-14,2,Late Delivery,5913.24
RET0004347,ORD00088246,P0008,C00020,WH01,2025-04-08,2,Customer Changed Mind,1937.36
RET0004348,ORD00088275,P0013,C00078,WH05,2025-04-06,2,Wrong Product,7228.56
RET0004349,ORD00088283,P0015,C00237,WH03,2025-04-03,1,Damaged,309.1
RET0004350,ORD00088290,P0016,C00488,WH05,2025-04-01,2,Wrong Product,2220.88
RET0004351,ORD00088339,P0026,C00294,WH04,2025-04-12,2,Quality Issue,4870.3
RET0004352,ORD00088352,P0029,C00680,WH02,2025-04-08,2,Quality Issue,8357.4
RET0004353,ORD00088373,P0033,C00881,WH04,2025-04-12,2,Customer Changed Mind,4599.63
RET0004354,ORD00088402,P0039,C00994,WH03,2025-04-14,1,Quality Issue,655.76
RET0004355,ORD00088412,P0001,C00530,WH03,2025-04-01,1,Wrong Product,1618.37
RET0004356,ORD00088419,P0002,C00386,WH05,2025-04-08,2,Customer Changed Mind,1900.9
RET0004357,ORD00088424,P0003,C00175,WH05,2025-04-05,2,Late Delivery,2367.36
RET0004358,ORD00088445,P0008,C00934,WH01,2025-03-31,1,Quality Issue,968.68
RET0004359,ORD00088497,P0018,C00534,WH05,2025-04-11,1,Damaged,1325.32
RET0004360,ORD00088514,P0022,C00527,WH02,2025-04-09,1,Customer Changed Mind,611.26
RET0004361,ORD00088536,P0026,C00401,WH05,2025-04-07,2,Quality Issue,5156.78
RET0004362,ORD00088556,P0030,C00404,WH05,2025-04-02,2,Damaged,6572.08
RET0004363,ORD00088569,P0033,C00636,WH04,2025-04-10,2,Customer Changed Mind,5110.7
RET0004364,ORD00088581,P0036,C00336,WH01,2025-04-15,1,Late Delivery,2533.06
RET0004365,ORD00088613,P0002,C00321,WH04,2025-04-16,2,Customer Changed Mind,1900.9
RET0004366,ORD00088676,P0015,C00376,WH03,2025-04-14,2,Quality Issue,650.74
RET0004367,ORD00088722,P0025,C00334,WH01,2025-04-03,2,Damaged,3394.16
RET0004368,ORD00088730,P0026,C00956,WH04,2025-04-09,1,Damaged,2864.88
RET0004369,ORD00088753,P0031,C00583,WH02,2025-04-03,1,Quality Issue,561.41
RET0004370,ORD00088766,P0033,C00673,WH05,2025-04-03,2,Damaged,4855.16
RET0004371,ORD00088771,P0034,C00717,WH05,2025-04-03,2,Quality Issue,8225.82
RET0004372,ORD00088782,P0037,C00556,WH01,2025-04-06,1,Quality Issue,1781.01
RET0004373,ORD00088788,P0038,C00509,WH02,2025-04-12,1,Damaged,2272.63
RET0004374,ORD00088793,P0039,C00868,WH02,2025-04-03,1,Quality Issue,636.09
RET0004375,ORD00088819,P0004,C00319,WH03,2025-04-07,1,Damaged,2227.7
RET0004376,ORD00088829,P0006,C00392,WH03,2025-04-09,2,Quality Issue,6883.49
RET0004377,ORD00088834,P0007,C00229,WH03,2025-04-06,1,Customer Changed Mind,2956.62
RET0004378,ORD00088843,P0009,C00380,WH02,2025-04-09,2,Quality Issue,6414.96
RET0004379,ORD00088881,P0016,C00239,WH05,2025-04-03,2,Wrong Product,2220.88
RET0004380,ORD00088889,P0018,C00640,WH03,2025-04-16,1,Quality Issue,1366.31
RET0004381,ORD00088899,P0020,C00276,WH03,2025-04-14,1,Damaged,2882.98
RET0004382,ORD00088926,P0026,C00218,WH01,2025-04-07,2,Quality Issue,5729.76
RET0004383,ORD00088932,P0027,C00116,WH02,2025-04-01,1,Quality Issue,769.37
RET0004384,ORD00088942,P0029,C00845,WH02,2025-04-02,1,Damaged,4643.0
RET0004385,ORD00088955,P0031,C00229,WH05,2025-03-31,1,Wrong Product,660.48
RET0004386,ORD00088968,P0034,C00914,WH03,2025-04-10,1,Wrong Product,3907.26
RET0004387,ORD00088978,P0036,C00920,WH03,2025-04-14,1,Quality Issue,2392.33
RET0004388,ORD00088984,P0037,C00606,WH04,2025-04-01,1,Quality Issue,1560.68
RET0004389,ORD00089006,P0002,C00094,WH01,2025-04-03,1,Customer Changed Mind,950.45
RET0004390,ORD00089016,P0004,C00768,WH01,2025-04-06,2,Damaged,4455.4
RET0004391,ORD00089031,P0007,C00553,WH01,2025-04-10,2,Quality Issue,5617.58
RET0004392,ORD00089036,P0008,C00290,WH01,2025-04-08,1,Customer Changed Mind,823.38
RET0004393,ORD00089129,P0026,C00183,WH04,2025-04-11,2,Damaged,5729.76
RET0004394,ORD00089132,P0027,C00002,WH02,2025-04-16,2,Customer Changed Mind,1492.58
RET0004395,ORD00089135,P0027,C00107,WH05,2025-04-15,1,Damaged,746.29
RET0004396,ORD00089152,P0031,C00645,WH02,2025-04-12,2,Damaged,1281.33
RET0004397,ORD00089178,P0036,C00523,WH03,2025-04-16,1,Quality Issue,2814.51
RET0004398,ORD00089181,P0037,C00388,WH01,2025-04-10,1,Customer Changed Mind,1836.09
RET0004399,ORD00089183,P0037,C00483,WH03,2025-04-08,1,Quality Issue,1836.09
RET0004400,ORD00089184,P0037,C00868,WH04,2025-04-09,1,Customer Changed Mind,1836.09
RET0004401,ORD00089226,P0006,C00834,WH01,2025-04-16,1,Customer Changed Mind,3260.6
RET0004402,ORD00089234,P0007,C00271,WH04,2025-04-03,2,Customer Changed Mind,5617.58
RET0004403,ORD00089255,P0011,C00947,WH05,2025-04-06,1,Quality Issue,671.95
RET0004404,ORD00089278,P0016,C00514,WH03,2025-04-17,1,Quality Issue,999.4
RET0004405,ORD00089295,P0019,C00728,WH05,2025-04-02,1,Damaged,2758.24
RET0004406,ORD00089338,P0028,C00972,WH03,2025-04-08,2,Damaged,8609.9
RET0004407,ORD00089361,P0033,C00289,WH01,2025-04-13,2,Wrong Product,4855.16
RET0004408,ORD00089379,P0036,C00739,WH05,2025-04-11,2,Damaged,5347.57
RET0004409,ORD00089394,P0039,C00328,WH05,2025-04-18,1,Wrong Product,655.76
RET0004410,ORD00089485,P0018,C00988,WH02,2025-04-12,2,Quality Issue,2732.62
RET0004411,ORD00089533,P0028,C00315,WH01,2025-04-13,2,Damaged,7748.91
RET0004412,ORD00089580,P0037,C00211,WH03,2025-04-11,2,Quality Issue,3672.18
RET0004413,ORD00089613,P0004,C00033,WH02,2025-04-21,1,Customer Changed Mind,2227.7
RET0004414,ORD00089621,P0005,C00174,WH05,2025-04-12,1,Quality Issue,1568.23
RET0004415,ORD00089628,P0007,C00188,WH02,2025-04-10,2,Quality Issue,5321.92
RET0004416,ORD00089656,P0012,C00761,WH05,2025-04-04,1,Customer Changed Mind,3089.32
RET0004417,ORD00089687,P0019,C00627,WH01,2025-04-15,1,Damaged,2675.49
RET0004418,ORD00089696,P0020,C00643,WH05,2025-04-14,2,Quality Issue,6069.44
RET0004419,ORD00089699,P0021,C00930,WH03,2025-04-11,1,Quality Issue,840.91
RET0004420,ORD00089701,P0021,C00084,WH05,2025-04-18,1,Damaged,840.91
RET0004421,ORD00089713,P0024,C00949,WH02,2025-04-11,2,Quality Issue,1778.86
RET0004422,ORD00089736,P0028,C00676,WH05,2025-04-04,1,Quality Issue,4304.95
RET0004423,ORD00089743,P0030,C00006,WH02,2025-04-16,1,Customer Changed Mind,2793.13
RET0004424,ORD00089751,P0031,C00729,WH05,2025-04-09,2,Quality Issue,1188.86
RET0004425,ORD00089812,P0004,C00811,WH01,2025-04-05,1,Damaged,1893.54
RET0004426,ORD00089816,P0004,C00267,WH05,2025-04-10,1,Damaged,2227.7
RET0004427,ORD00089831,P0008,C00013,WH01,2025-04-07,2,Quality Issue,1646.76
RET0004428,ORD00089838,P0009,C00724,WH03,2025-04-12,1,Quality Issue,3207.48
RET0004429,ORD00089885,P0019,C00519,WH01,2025-04-13,2,Quality Issue,5516.48
RET0004430,ORD00089895,P0021,C00728,WH01,2025-04-14,2,Quality Issue,1681.82
RET0004431,ORD00089922,P0026,C00365,WH03,2025-04-14,1,Quality Issue,2778.93
RET0004432,ORD00089924,P0026,C00355,WH05,2025-04-16,2,Wrong Product,5729.76
RET0004433,ORD00089948,P0031,C00122,WH04,2025-04-16,1,Wrong Product,660.48
RET0004434,ORD00089956,P0033,C00616,WH02,2025-04-06,1,Damaged,2555.35
RET0004435,ORD00089966,P0035,C00379,WH02,2025-04-06,2,Damaged,4038.58
RET0004436,ORD00090005,P0003,C00701,WH01,2025-04-23,1,Damaged,1183.68
RET0004437,ORD00090017,P0005,C00500,WH03,2025-04-21,1,Wrong Product,1650.77
RET0004438,ORD00090043,P0010,C00827,WH04,2025-04-16,1,Quality Issue,3460.77
RET0004439,ORD00090059,P0014,C00809,WH01,2025-04-22,1,Quality Issue,2634.32
RET0004440,ORD00090079,P0018,C00420,WH01,2025-04-17,1,Quality Issue,1325.32
RET0004441,ORD00090100,P0022,C00786,WH03,2025-04-12,1,Quality Issue,592.92
RET0004442,ORD00090125,P0027,C00402,WH03,2025-04-15,1,Quality Issue,730.9
RET0004443,ORD00090137,P0029,C00791,WH05,2025-04-22,2,Wrong Product,8821.7
RET0004444,ORD00090165,P0035,C00887,WH03,2025-04-09,1,Wrong Product,2125.57
RET0004445,ORD00090169,P0036,C00001,WH02,2025-04-16,2,Quality Issue,5347.57
RET0004446,ORD00090180,P0038,C00661,WH03,2025-04-19,1,Damaged,2204.45
RET0004447,ORD00090202,P0003,C00218,WH01,2025-04-19,1,Damaged,1159.28
RET0004448,ORD00090205,P0003,C00334,WH04,2025-04-15,2,Damaged,2367.36
RET0004449,ORD00090211,P0004,C00284,WH05,2025-04-13,2,Damaged,4009.86
RET0004450,ORD00090224,P0007,C00216,WH03,2025-04-16,2,Quality Issue,5617.58
RET0004451,ORD00090246,P0011,C00338,WH05,2025-04-13,2,Wrong Product,1418.56
RET0004452,ORD00090261,P0014,C00507,WH05,2025-04-21,1,Late Delivery,2634.32
RET0004453,ORD00090271,P0016,C00870,WH05,2025-04-21,1,Customer Changed Mind,1110.44
RET0004454,ORD00090286,P0019,C00405,WH05,2025-04-10,1,Customer Changed Mind,2482.42
RET0004455,ORD00090295,P0021,C00029,WH04,2025-04-17,1,Damaged,840.91
RET0004456,ORD00090342,P0031,C00953,WH02,2025-04-15,2,Quality Issue,1281.33
RET0004457,ORD00090378,P0038,C00449,WH05,2025-04-18,2,Quality Issue,4408.9
RET0004458,ORD00090384,P0040,C00494,WH01,2025-04-14,1,Damaged,981.2
RET0004459,ORD00090452,P0013,C00258,WH05,2025-04-14,2,Quality Issue,6867.13
RET0004460,ORD00090497,P0022,C00960,WH05,2025-04-17,2,Wrong Product,1222.52
RET0004461,ORD00090509,P0025,C00534,WH03,2025-04-21,1,Damaged,1697.08
RET0004462,ORD00090533,P0030,C00010,WH02,2025-04-25,2,Damaged,6243.48
RET0004463,ORD00090550,P0033,C00519,WH04,2025-04-10,1,Quality Issue,2427.58
RET0004464,ORD00090551,P0033,C00843,WH05,2025-04-19,2,Late Delivery,5110.7
RET0004465,ORD00090556,P0034,C00521,WH05,2025-04-17,2,Quality Issue,7979.05
RET0004466,ORD00090560,P0035,C00042,WH04,2025-04-25,2,Quality Issue,4251.14
